Random Seed,NSamples,Feature,Shapley Value,Entity,Tolerance
42,7000,TOCeq (mg/l),0.09235367699274966,86.0,0.05
42,7000,DOCeq (mg/l),0.0,86.0,0.05
42,7000,Turbidity (FTU),1.083250073970309,86.0,0.05
42,7000,Conductivity (uS/cm),0.19157825235336445,86.0,0.05
42,7000,Temperature (°C),-0.05760028040598297,86.0,0.05
42,7000,pH,0.2801638260720274,86.0,0.05
42,7000,Free Chlorine (mg/l),0.20621285873746142,86.0,0.05
42,7000,nitrati,-0.06952309570615234,86.0,0.05
42,7000,UV254,-0.02978113908616331,86.0,0.05
42,7000,Pressione (atm),-0.011251779586548993,86.0,0.075
42,7000,TOCeq (mg/l),0.09235367699274966,86.0,0.075
42,7000,DOCeq (mg/l),0.0,86.0,0.075
42,7000,Turbidity (FTU),1.083250073970309,86.0,0.075
42,7000,Conductivity (uS/cm),0.19157825235336445,86.0,0.075
42,7000,Temperature (°C),-0.05760028040598297,86.0,0.075
42,7000,pH,0.2801638260720274,86.0,0.075
42,7000,Free Chlorine (mg/l),0.20621285873746142,86.0,0.075
42,7000,nitrati,-0.06952309570615234,86.0,0.075
42,7000,UV254,-0.02978113908616331,86.0,0.075
42,7000,Pressione (atm),-0.014023618281832961,87.0,0.05
42,7000,TOCeq (mg/l),0.08315001745072659,87.0,0.05
42,7000,DOCeq (mg/l),0.0,87.0,0.05
42,7000,Turbidity (FTU),1.072099578569805,87.0,0.05
42,7000,Conductivity (uS/cm),0.1548617932531563,87.0,0.05
42,7000,Temperature (°C),-0.06069050894843209,87.0,0.05
42,7000,pH,0.2762281380002466,87.0,0.05
42,7000,Free Chlorine (mg/l),0.1604704966620797,87.0,0.05
42,7000,nitrati,-0.052836980516948295,87.0,0.05
42,7000,UV254,-0.014292275716389025,87.0,0.05
42,7000,Pressione (atm),-0.014023618281832961,87.0,0.075
42,7000,TOCeq (mg/l),0.08315001745072659,87.0,0.075
42,7000,DOCeq (mg/l),0.0,87.0,0.075
42,7000,Turbidity (FTU),1.072099578569805,87.0,0.075
42,7000,Conductivity (uS/cm),0.1548617932531563,87.0,0.075
42,7000,Temperature (°C),-0.06069050894843209,87.0,0.075
42,7000,pH,0.2762281380002466,87.0,0.075
42,7000,Free Chlorine (mg/l),0.1604704966620797,87.0,0.075
42,7000,nitrati,-0.052836980516948295,87.0,0.075
42,7000,UV254,-0.014292275716389025,87.0,0.075
42,7000,Pressione (atm),-0.015431427577184187,88.0,0.05
42,7000,TOCeq (mg/l),0.10502510676308296,88.0,0.05
42,7000,DOCeq (mg/l),0.0,88.0,0.05
42,7000,Turbidity (FTU),1.1373467471864482,88.0,0.05
42,7000,Conductivity (uS/cm),0.11353323383936731,88.0,0.05
42,7000,Temperature (°C),-0.07105012923952159,88.0,0.05
42,7000,pH,0.30532112670323275,88.0,0.05
42,7000,Free Chlorine (mg/l),0.2270384054335337,88.0,0.05
42,7000,nitrati,-0.027989614766741444,88.0,0.05
42,7000,UV254,0.0006840334998230446,88.0,0.05
42,7000,Pressione (atm),-0.015431427577184187,88.0,0.075
42,7000,TOCeq (mg/l),0.10502510676308296,88.0,0.075
42,7000,DOCeq (mg/l),0.0,88.0,0.075
42,7000,Turbidity (FTU),1.1373467471864482,88.0,0.075
42,7000,Conductivity (uS/cm),0.11353323383936731,88.0,0.075
42,7000,Temperature (°C),-0.07105012923952159,88.0,0.075
42,7000,pH,0.30532112670323275,88.0,0.075
42,7000,Free Chlorine (mg/l),0.2270384054335337,88.0,0.075
42,7000,nitrati,-0.027989614766741444,88.0,0.075
42,7000,UV254,0.0006840334998230446,88.0,0.075
42,7000,Pressione (atm),-0.014853973804957343,89.0,0.05
42,7000,TOCeq (mg/l),0.0814658844281756,89.0,0.05
42,7000,DOCeq (mg/l),0.0,89.0,0.05
42,7000,Turbidity (FTU),1.1439081263920605,89.0,0.05
42,7000,Conductivity (uS/cm),0.0800929748822764,89.0,0.05
42,7000,Temperature (°C),-0.0580932721259102,89.0,0.05
42,7000,pH,0.27083626909861536,89.0,0.05
42,7000,Free Chlorine (mg/l),0.07568341758516117,89.0,0.05
42,7000,nitrati,-0.021054306673624845,89.0,0.05
42,7000,UV254,0.006331152953799046,89.0,0.05
42,7000,Pressione (atm),-0.014853973804957343,89.0,0.075
42,7000,TOCeq (mg/l),0.0814658844281756,89.0,0.075
42,7000,DOCeq (mg/l),0.0,89.0,0.075
42,7000,Turbidity (FTU),1.1439081263920605,89.0,0.075
42,7000,Conductivity (uS/cm),0.0800929748822764,89.0,0.075
42,7000,Temperature (°C),-0.0580932721259102,89.0,0.075
42,7000,pH,0.27083626909861536,89.0,0.075
42,7000,Free Chlorine (mg/l),0.07568341758516117,89.0,0.075
42,7000,nitrati,-0.021054306673624845,89.0,0.075
42,7000,UV254,0.006331152953799046,89.0,0.075
42,7000,Pressione (atm),-0.012588604102058087,90.0,0.05
42,7000,TOCeq (mg/l),0.06770810929555782,90.0,0.05
42,7000,DOCeq (mg/l),0.0,90.0,0.05
42,7000,Turbidity (FTU),1.1418038063579123,90.0,0.05
42,7000,Conductivity (uS/cm),0.04710709329635321,90.0,0.05
42,7000,Temperature (°C),-0.058734908936515784,90.0,0.05
42,7000,pH,0.2628984248827382,90.0,0.05
42,7000,Free Chlorine (mg/l),0.03982580181152118,90.0,0.05
42,7000,nitrati,-0.01478635564682973,90.0,0.05
42,7000,UV254,-0.008214617721618911,90.0,0.05
42,7000,Pressione (atm),-0.012588604102058087,90.0,0.075
42,7000,TOCeq (mg/l),0.06770810929555782,90.0,0.075
42,7000,DOCeq (mg/l),0.0,90.0,0.075
42,7000,Turbidity (FTU),1.1418038063579123,90.0,0.075
42,7000,Conductivity (uS/cm),0.04710709329635321,90.0,0.075
42,7000,Temperature (°C),-0.058734908936515784,90.0,0.075
42,7000,pH,0.2628984248827382,90.0,0.075
42,7000,Free Chlorine (mg/l),0.03982580181152118,90.0,0.075
42,7000,nitrati,-0.01478635564682973,90.0,0.075
42,7000,UV254,-0.008214617721618911,90.0,0.075
42,7000,Pressione (atm),-0.010136003532105864,91.0,0.05
42,7000,TOCeq (mg/l),0.07025344163652492,91.0,0.05
42,7000,DOCeq (mg/l),0.0,91.0,0.05
42,7000,Turbidity (FTU),1.1557015823939478,91.0,0.05
42,7000,Conductivity (uS/cm),0.012090145595489044,91.0,0.05
42,7000,Temperature (°C),-0.06278586368712191,91.0,0.05
42,7000,pH,0.28287018613209836,91.0,0.05
42,7000,Free Chlorine (mg/l),0.03699431097696715,91.0,0.05
42,7000,nitrati,0.0032509107438347673,91.0,0.05
42,7000,UV254,0.007712465430062876,91.0,0.05
42,7000,Pressione (atm),-0.010490882207476824,91.0,0.075
42,7000,TOCeq (mg/l),0.06469529337353214,91.0,0.075
42,7000,DOCeq (mg/l),0.0,91.0,0.075
42,7000,Turbidity (FTU),1.127344253517334,91.0,0.075
42,7000,Conductivity (uS/cm),0.013924985083321708,91.0,0.075
42,7000,Temperature (°C),-0.06444574575575625,91.0,0.075
42,7000,pH,0.27489581354080683,91.0,0.075
42,7000,Free Chlorine (mg/l),0.035816651866549636,91.0,0.075
42,7000,nitrati,-0.00311760751027924,91.0,0.075
42,7000,UV254,0.005140303051660876,91.0,0.075
42,7000,Pruned Events,0.05218811073000462,91.0,0.075
42,7000,Pressione (atm),-0.00919663508733004,92.0,0.05
42,7000,TOCeq (mg/l),0.0817037905965532,92.0,0.05
42,7000,DOCeq (mg/l),0.0,92.0,0.05
42,7000,Turbidity (FTU),1.1913181418464287,92.0,0.05
42,7000,Conductivity (uS/cm),-0.01288303534189883,92.0,0.05
42,7000,Temperature (°C),-0.06250877437137459,92.0,0.05
42,7000,pH,0.2919265043167846,92.0,0.05
42,7000,Free Chlorine (mg/l),0.0511979846727284,92.0,0.05
42,7000,nitrati,0.01434899909155729,92.0,0.05
42,7000,UV254,0.0209308119047249,92.0,0.05
42,7000,Pressione (atm),-0.010132269253806957,92.0,0.075
42,7000,TOCeq (mg/l),0.07542263364034976,92.0,0.075
42,7000,DOCeq (mg/l),0.0,92.0,0.075
42,7000,Turbidity (FTU),1.1572635851209137,92.0,0.075
42,7000,Conductivity (uS/cm),-0.00916137468247264,92.0,0.075
42,7000,Temperature (°C),-0.06547713544633665,92.0,0.075
42,7000,pH,0.2862091563996811,92.0,0.075
42,7000,Free Chlorine (mg/l),0.051668894101702834,92.0,0.075
42,7000,nitrati,0.007010761329106104,92.0,0.075
42,7000,UV254,0.019131696791875735,92.0,0.075
42,7000,Pruned Events,0.054901839627160554,92.0,0.075
42,7000,Pressione (atm),-0.004018767485542418,93.0,0.05
42,7000,TOCeq (mg/l),0.0678653735963125,93.0,0.05
42,7000,DOCeq (mg/l),0.0,93.0,0.05
42,7000,Turbidity (FTU),1.1269697736180009,93.0,0.05
42,7000,Conductivity (uS/cm),-0.02146733753264951,93.0,0.05
42,7000,Temperature (°C),-0.06018985661249321,93.0,0.05
42,7000,pH,0.26888877739982053,93.0,0.05
42,7000,Free Chlorine (mg/l),0.009629305960640155,93.0,0.05
42,7000,nitrati,0.014612363822876784,93.0,0.05
42,7000,UV254,0.010822530776735562,93.0,0.05
42,7000,Pressione (atm),-0.005462988596113964,93.0,0.075
42,7000,TOCeq (mg/l),0.060675444300212544,93.0,0.075
42,7000,DOCeq (mg/l),0.0,93.0,0.075
42,7000,Turbidity (FTU),1.0893660446954163,93.0,0.075
42,7000,Conductivity (uS/cm),-0.017138903860062532,93.0,0.075
42,7000,Temperature (°C),-0.06488754503310716,93.0,0.075
42,7000,pH,0.2641246061476446,93.0,0.075
42,7000,Free Chlorine (mg/l),0.007899629123626972,93.0,0.075
42,7000,nitrati,0.0072012305259706155,93.0,0.075
42,7000,UV254,0.00892267473160262,93.0,0.075
42,7000,Pruned Events,0.06241197150851119,93.0,0.075
42,7000,Pressione (atm),-0.006170316158777944,94.0,0.05
42,7000,TOCeq (mg/l),0.07411081772002026,94.0,0.05
42,7000,DOCeq (mg/l),0.0,94.0,0.05
42,7000,Turbidity (FTU),1.1715990172492123,94.0,0.05
42,7000,Conductivity (uS/cm),-0.038734846077268625,94.0,0.05
42,7000,Temperature (°C),-0.07200287372346947,94.0,0.05
42,7000,pH,0.2952553224942045,94.0,0.05
42,7000,Free Chlorine (mg/l),0.03881851756383514,94.0,0.05
42,7000,nitrati,0.02105939993782635,94.0,0.05
42,7000,UV254,0.01702769521682934,94.0,0.05
42,7000,Pressione (atm),-0.006170316158777944,94.0,0.075
42,7000,TOCeq (mg/l),0.07411081772002026,94.0,0.075
42,7000,DOCeq (mg/l),0.0,94.0,0.075
42,7000,Turbidity (FTU),1.1715990172492123,94.0,0.075
42,7000,Conductivity (uS/cm),-0.038734846077268625,94.0,0.075
42,7000,Temperature (°C),-0.07200287372346947,94.0,0.075
42,7000,pH,0.2952553224942045,94.0,0.075
42,7000,Free Chlorine (mg/l),0.03881851756383514,94.0,0.075
42,7000,nitrati,0.02105939993782635,94.0,0.075
42,7000,UV254,0.01702769521682934,94.0,0.075
42,7000,Pressione (atm),-0.004242912739041427,95.0,0.05
42,7000,TOCeq (mg/l),0.10334704452090848,95.0,0.05
42,7000,DOCeq (mg/l),0.0,95.0,0.05
42,7000,Turbidity (FTU),1.1382893002222447,95.0,0.05
42,7000,Conductivity (uS/cm),-0.06166019193709893,95.0,0.05
42,7000,Temperature (°C),-0.07752206817505858,95.0,0.05
42,7000,pH,0.3144432115176371,95.0,0.05
42,7000,Free Chlorine (mg/l),0.0397864627459692,95.0,0.05
42,7000,nitrati,0.03215921284660461,95.0,0.05
42,7000,UV254,0.04189444401907494,95.0,0.05
42,7000,Pressione (atm),-0.004470055633121315,95.0,0.075
42,7000,TOCeq (mg/l),0.09656442157805903,95.0,0.075
42,7000,DOCeq (mg/l),0.0,95.0,0.075
42,7000,Turbidity (FTU),1.1121254112985408,95.0,0.075
42,7000,Conductivity (uS/cm),-0.06175044831775584,95.0,0.075
42,7000,Temperature (°C),-0.07922339060949916,95.0,0.075
42,7000,pH,0.30295024315516134,95.0,0.075
42,7000,Free Chlorine (mg/l),0.03562110038030709,95.0,0.075
42,7000,nitrati,0.02727416545625722,95.0,0.075
42,7000,UV254,0.040204291305844186,95.0,0.075
42,7000,Pruned Events,0.057198764407446756,95.0,0.075
42,7000,Pressione (atm),-5.8786401157521226e-05,96.0,0.05
42,7000,TOCeq (mg/l),0.0858392441599574,96.0,0.05
42,7000,DOCeq (mg/l),-0.02208017767937868,96.0,0.05
42,7000,Turbidity (FTU),1.0580145531746574,96.0,0.05
42,7000,Conductivity (uS/cm),-0.07024279960134223,96.0,0.05
42,7000,Temperature (°C),-0.0726511396542948,96.0,0.05
42,7000,pH,0.29011279179420346,96.0,0.05
42,7000,Free Chlorine (mg/l),0.020696356423833193,96.0,0.05
42,7000,nitrati,0.02630858577863111,96.0,0.05
42,7000,UV254,0.057266753679746235,96.0,0.05
42,7000,Pruned Events,0.04505662317743919,96.0,0.05
42,7000,Pressione (atm),-5.8786401157521226e-05,96.0,0.075
42,7000,TOCeq (mg/l),0.0858392441599574,96.0,0.075
42,7000,DOCeq (mg/l),-0.02208017767937868,96.0,0.075
42,7000,Turbidity (FTU),1.0580145531746574,96.0,0.075
42,7000,Conductivity (uS/cm),-0.07024279960134223,96.0,0.075
42,7000,Temperature (°C),-0.0726511396542948,96.0,0.075
42,7000,pH,0.29011279179420346,96.0,0.075
42,7000,Free Chlorine (mg/l),0.020696356423833193,96.0,0.075
42,7000,nitrati,0.02630858577863111,96.0,0.075
42,7000,UV254,0.057266753679746235,96.0,0.075
42,7000,Pruned Events,0.04505662317743919,96.0,0.075
42,7000,Pressione (atm),-0.0033509000899298778,97.0,0.05
42,7000,TOCeq (mg/l),0.059683030370682406,97.0,0.05
42,7000,DOCeq (mg/l),-0.009924963163951162,97.0,0.05
42,7000,Turbidity (FTU),0.9190200043103042,97.0,0.05
42,7000,Conductivity (uS/cm),-0.05670538781181222,97.0,0.05
42,7000,Temperature (°C),-0.06654109311482286,97.0,0.05
42,7000,pH,0.2341249925749644,97.0,0.05
42,7000,Free Chlorine (mg/l),0.011662727878207301,97.0,0.05
42,7000,nitrati,0.017340398213220067,97.0,0.05
42,7000,UV254,0.02707501422791303,97.0,0.05
42,7000,Pressione (atm),-0.0036209723306083194,97.0,0.075
42,7000,TOCeq (mg/l),0.054684710691845724,97.0,0.075
42,7000,DOCeq (mg/l),-0.013383079521239932,97.0,0.075
42,7000,Turbidity (FTU),0.8978584083299787,97.0,0.075
42,7000,Conductivity (uS/cm),-0.058920765301538176,97.0,0.075
42,7000,Temperature (°C),-0.06790012859162836,97.0,0.075
42,7000,pH,0.22324591629088875,97.0,0.075
42,7000,Free Chlorine (mg/l),0.006917787733532286,97.0,0.075
42,7000,nitrati,0.014764899866921448,97.0,0.075
42,7000,UV254,0.027763651098523977,97.0,0.075
42,7000,Pruned Events,0.050973395128099286,97.0,0.075
42,7000,Pressione (atm),-0.004912750304691201,98.0,0.05
42,7000,TOCeq (mg/l),0.05565551841069836,98.0,0.05
42,7000,DOCeq (mg/l),-0.04456698137616354,98.0,0.05
42,7000,Turbidity (FTU),0.9300799061381619,98.0,0.05
42,7000,Conductivity (uS/cm),-0.0762865745832051,98.0,0.05
42,7000,Temperature (°C),-0.07784884884243944,98.0,0.05
42,7000,pH,0.23107109013057875,98.0,0.05
42,7000,Free Chlorine (mg/l),0.03796772408106981,98.0,0.05
42,7000,nitrati,0.01755937243264826,98.0,0.05
42,7000,UV254,0.03285596484229725,98.0,0.05
42,7000,Pressione (atm),-0.0049167735924108575,98.0,0.075
42,7000,TOCeq (mg/l),0.05070457148861566,98.0,0.075
42,7000,DOCeq (mg/l),-0.047903818244713736,98.0,0.075
42,7000,Turbidity (FTU),0.9081974324037847,98.0,0.075
42,7000,Conductivity (uS/cm),-0.07886310273950795,98.0,0.075
42,7000,Temperature (°C),-0.07904012096564725,98.0,0.075
42,7000,pH,0.22152933935066382,98.0,0.075
42,7000,Free Chlorine (mg/l),0.03585417850364997,98.0,0.075
42,7000,nitrati,0.015280743749626997,98.0,0.075
42,7000,UV254,0.033651812802489876,98.0,0.075
42,7000,Pruned Events,0.04708015817240385,98.0,0.075
42,7000,Pressione (atm),-0.0049510123237731215,99.0,0.05
42,7000,TOCeq (mg/l),0.05276504849630699,99.0,0.05
42,7000,DOCeq (mg/l),-0.07544180911684821,99.0,0.05
42,7000,Turbidity (FTU),0.9027462402979526,99.0,0.05
42,7000,Conductivity (uS/cm),-0.091850863751911,99.0,0.05
42,7000,Temperature (°C),-0.07531008966385357,99.0,0.05
42,7000,pH,0.2237283642329867,99.0,0.05
42,7000,Free Chlorine (mg/l),0.026791188830421107,99.0,0.05
42,7000,nitrati,0.02147587537765508,99.0,0.05
42,7000,UV254,0.03950725888449114,99.0,0.05
42,7000,Pressione (atm),-0.0051517638293182635,99.0,0.075
42,7000,TOCeq (mg/l),0.04708758191800908,99.0,0.075
42,7000,DOCeq (mg/l),-0.07937553121586065,99.0,0.075
42,7000,Turbidity (FTU),0.8761002954638536,99.0,0.075
42,7000,Conductivity (uS/cm),-0.09473747510414647,99.0,0.075
42,7000,Temperature (°C),-0.07708147616269476,99.0,0.075
42,7000,pH,0.21464427876438125,99.0,0.075
42,7000,Free Chlorine (mg/l),0.02251968304660212,99.0,0.075
42,7000,nitrati,0.018858030262103195,99.0,0.075
42,7000,UV254,0.03873378697239865,99.0,0.075
42,7000,Pruned Events,0.0578627911481,99.0,0.075
42,7000,Pressione (atm),-0.0016194879062591862,100.0,0.05
42,7000,TOCeq (mg/l),0.052384168571896164,100.0,0.05
42,7000,DOCeq (mg/l),-0.09013245370652945,100.0,0.05
42,7000,Turbidity (FTU),0.9051024270436118,100.0,0.05
42,7000,Conductivity (uS/cm),-0.11335547519108626,100.0,0.05
42,7000,Temperature (°C),-0.07923479647863475,100.0,0.05
42,7000,pH,0.2320300773968772,100.0,0.05
42,7000,Free Chlorine (mg/l),0.04923428202432291,100.0,0.05
42,7000,nitrati,0.028506104340628818,100.0,0.05
42,7000,UV254,0.055245954839010625,100.0,0.05
42,7000,Pressione (atm),-0.0026947489032499287,100.0,0.075
42,7000,TOCeq (mg/l),0.04616616565255732,100.0,0.075
42,7000,DOCeq (mg/l),-0.09511667889089999,100.0,0.075
42,7000,Turbidity (FTU),0.8764302857166413,100.0,0.075
42,7000,Conductivity (uS/cm),-0.11904854889727981,100.0,0.075
42,7000,Temperature (°C),-0.08110788191895808,100.0,0.075
42,7000,pH,0.22162004537224606,100.0,0.075
42,7000,Free Chlorine (mg/l),0.04419305398522675,100.0,0.075
42,7000,nitrati,0.027381592687934764,100.0,0.075
42,7000,UV254,0.05576158665647407,100.0,0.075
42,7000,Pruned Events,0.06457592947314561,100.0,0.075
42,7000,Pressione (atm),0.0018220716052585453,101.0,0.05
42,7000,TOCeq (mg/l),0.04319196220428248,101.0,0.05
42,7000,DOCeq (mg/l),-0.09950649189570572,101.0,0.05
42,7000,Turbidity (FTU),0.8037502515883668,101.0,0.05
42,7000,Conductivity (uS/cm),-0.1065369833083383,101.0,0.05
42,7000,Temperature (°C),-0.06713741582537472,101.0,0.05
42,7000,pH,0.20013899349030984,101.0,0.05
42,7000,Free Chlorine (mg/l),0.018007276739393136,101.0,0.05
42,7000,nitrati,0.024814881975688624,101.0,0.05
42,7000,UV254,0.0645831427876915,101.0,0.05
42,7000,Pressione (atm),0.0027855108998725954,101.0,0.075
42,7000,TOCeq (mg/l),0.03773646036439801,101.0,0.075
42,7000,DOCeq (mg/l),-0.10398803983759931,101.0,0.075
42,7000,Turbidity (FTU),0.7813607237039708,101.0,0.075
42,7000,Conductivity (uS/cm),-0.11256652366891431,101.0,0.075
42,7000,Temperature (°C),-0.06815396733098239,101.0,0.075
42,7000,pH,0.18944732181265597,101.0,0.075
42,7000,Free Chlorine (mg/l),0.012391999634829289,101.0,0.075
42,7000,nitrati,0.024921526262082553,101.0,0.075
42,7000,UV254,0.06461691765214155,101.0,0.075
42,7000,Pruned Events,0.054575759869117446,101.0,0.075
42,7000,Pressione (atm),0.0022900923850044763,102.0,0.05
42,7000,TOCeq (mg/l),0.03390359746085304,102.0,0.05
42,7000,DOCeq (mg/l),-0.10114318132400527,102.0,0.05
42,7000,Turbidity (FTU),0.7863789828996802,102.0,0.05
42,7000,Conductivity (uS/cm),-0.11787849910675545,102.0,0.05
42,7000,Temperature (°C),-0.0779042395334396,102.0,0.05
42,7000,pH,0.19367262730522763,102.0,0.05
42,7000,Free Chlorine (mg/l),0.036034322920299906,102.0,0.05
42,7000,nitrati,0.02210351569311941,102.0,0.05
42,7000,UV254,0.0605721659130527,102.0,0.05
42,7000,Pressione (atm),0.0021171992303312933,102.0,0.075
42,7000,TOCeq (mg/l),0.029237676475298933,102.0,0.075
42,7000,DOCeq (mg/l),-0.10464413804237296,102.0,0.075
42,7000,Turbidity (FTU),0.7655706792166748,102.0,0.075
42,7000,Conductivity (uS/cm),-0.12325981169035985,102.0,0.075
42,7000,Temperature (°C),-0.07843368805160095,102.0,0.075
42,7000,pH,0.18294252162371902,102.0,0.075
42,7000,Free Chlorine (mg/l),0.03347071376541809,102.0,0.075
42,7000,nitrati,0.02227416762713904,102.0,0.075
42,7000,UV254,0.06061110180005724,102.0,0.075
42,7000,Pruned Events,0.04814296265873241,102.0,0.075
42,7000,Pressione (atm),0.001984167666662441,103.0,0.05
42,7000,TOCeq (mg/l),0.028674379227653514,103.0,0.05
42,7000,DOCeq (mg/l),-0.11386847212201062,103.0,0.05
42,7000,Turbidity (FTU),0.8191469444168936,103.0,0.05
42,7000,Conductivity (uS/cm),-0.13225043614705417,103.0,0.05
42,7000,Temperature (°C),-0.08589616749021763,103.0,0.05
42,7000,pH,0.19664021711500848,103.0,0.05
42,7000,Free Chlorine (mg/l),0.039498511950175105,103.0,0.05
42,7000,nitrati,0.02178985353500129,103.0,0.05
42,7000,UV254,0.053064513963366644,103.0,0.05
42,7000,Pressione (atm),0.0017249405470072764,103.0,0.075
42,7000,TOCeq (mg/l),0.023471329428932767,103.0,0.075
42,7000,DOCeq (mg/l),-0.11826347821374633,103.0,0.075
42,7000,Turbidity (FTU),0.7963571102932249,103.0,0.075
42,7000,Conductivity (uS/cm),-0.13805136878425123,103.0,0.075
42,7000,Temperature (°C),-0.08625016845493985,103.0,0.075
42,7000,pH,0.18542578779429764,103.0,0.075
42,7000,Free Chlorine (mg/l),0.03300674899143919,103.0,0.075
42,7000,nitrati,0.023444936303005127,103.0,0.075
42,7000,UV254,0.05470022768169268,103.0,0.075
42,7000,Pruned Events,0.053217446528816326,103.0,0.075
42,7000,Pressione (atm),0.0017822973311892882,104.0,0.05
42,7000,TOCeq (mg/l),0.02404644716353673,104.0,0.05
42,7000,DOCeq (mg/l),-0.11237875147471349,104.0,0.05
42,7000,Turbidity (FTU),0.8073354032304549,104.0,0.05
42,7000,Conductivity (uS/cm),-0.13859606962355372,104.0,0.05
42,7000,Temperature (°C),-0.09093578675436616,104.0,0.05
42,7000,pH,0.1906891760371981,104.0,0.05
42,7000,Free Chlorine (mg/l),0.02365315244311398,104.0,0.05
42,7000,nitrati,0.023588166539631,104.0,0.05
42,7000,UV254,0.055548306873866804,104.0,0.05
42,7000,Pressione (atm),0.001416276423273914,104.0,0.075
42,7000,TOCeq (mg/l),0.01935568504347225,104.0,0.075
42,7000,DOCeq (mg/l),-0.11568790915036442,104.0,0.075
42,7000,Turbidity (FTU),0.7849490009173006,104.0,0.075
42,7000,Conductivity (uS/cm),-0.1432869496283595,104.0,0.075
42,7000,Temperature (°C),-0.0917286246025893,104.0,0.075
42,7000,pH,0.17756266655860015,104.0,0.075
42,7000,Free Chlorine (mg/l),0.01942956906892494,104.0,0.075
42,7000,nitrati,0.02515319117908005,104.0,0.075
42,7000,UV254,0.0550206389262049,104.0,0.075
42,7000,Pruned Events,0.05254879703081383,104.0,0.075
42,7000,Pressione (atm),-0.0010537866562132568,105.0,0.05
42,7000,TOCeq (mg/l),0.021584402568756666,105.0,0.05
42,7000,DOCeq (mg/l),-0.1213080820583164,105.0,0.05
42,7000,Turbidity (FTU),0.7938356643631341,105.0,0.05
42,7000,Conductivity (uS/cm),-0.14653068326768434,105.0,0.05
42,7000,Temperature (°C),-0.10256685642969032,105.0,0.05
42,7000,pH,0.18100745223817372,105.0,0.05
42,7000,Free Chlorine (mg/l),0.04173866453624917,105.0,0.05
42,7000,nitrati,0.02999069104118987,105.0,0.05
42,7000,UV254,0.0600864959141566,105.0,0.05
42,7000,Pressione (atm),-0.0014626412336619635,105.0,0.075
42,7000,TOCeq (mg/l),0.015335630028794803,105.0,0.075
42,7000,DOCeq (mg/l),-0.1261198626796231,105.0,0.075
42,7000,Turbidity (FTU),0.7704224211657034,105.0,0.075
42,7000,Conductivity (uS/cm),-0.1519158420280635,105.0,0.075
42,7000,Temperature (°C),-0.10186951597359653,105.0,0.075
42,7000,pH,0.1655290081215455,105.0,0.075
42,7000,Free Chlorine (mg/l),0.029284251665140208,105.0,0.075
42,7000,nitrati,0.03371553740976181,105.0,0.075
42,7000,UV254,0.060662649909483266,105.0,0.075
42,7000,Pruned Events,0.06320232586427199,105.0,0.075
42,7000,Pressione (atm),-0.002176886719542929,106.0,0.05
42,7000,TOCeq (mg/l),0.01583084698879348,106.0,0.05
42,7000,DOCeq (mg/l),-0.12078134220571926,106.0,0.05
42,7000,Turbidity (FTU),0.8063246291609213,106.0,0.05
42,7000,Conductivity (uS/cm),-0.16731413850536656,106.0,0.05
42,7000,Temperature (°C),-0.12386552967550461,106.0,0.05
42,7000,pH,0.17095657093356365,106.0,0.05
42,7000,Free Chlorine (mg/l),0.05785354601184347,106.0,0.05
42,7000,nitrati,0.052042662701737664,106.0,0.05
42,7000,UV254,0.06147675853098983,106.0,0.05
42,7000,Pruned Events,0.01771404381954378,106.0,0.05
42,7000,Pressione (atm),-0.00275415670648149,106.0,0.075
42,7000,TOCeq (mg/l),0.011606954805778516,106.0,0.075
42,7000,DOCeq (mg/l),-0.12317462228937422,106.0,0.075
42,7000,Turbidity (FTU),0.7914509423539413,106.0,0.075
42,7000,Conductivity (uS/cm),-0.16916607747346318,106.0,0.075
42,7000,Temperature (°C),-0.12327725316194955,106.0,0.075
42,7000,pH,0.1618024671232548,106.0,0.075
42,7000,Free Chlorine (mg/l),0.05459069281945502,106.0,0.075
42,7000,nitrati,0.053615144922963875,106.0,0.075
42,7000,UV254,0.061331147652167864,106.0,0.075
42,7000,Pruned Events,0.05203592099496679,106.0,0.075
42,7000,Pressione (atm),0.002437347560733686,107.0,0.05
42,7000,TOCeq (mg/l),0.011931461861295158,107.0,0.05
42,7000,DOCeq (mg/l),-0.11072429105488954,107.0,0.05
42,7000,Turbidity (FTU),0.8187752247888809,107.0,0.05
42,7000,Conductivity (uS/cm),-0.1673491070108842,107.0,0.05
42,7000,Temperature (°C),-0.12053247774490244,107.0,0.05
42,7000,pH,0.15466188448676152,107.0,0.05
42,7000,Free Chlorine (mg/l),0.024334246685666548,107.0,0.05
42,7000,nitrati,0.061432903445988486,107.0,0.05
42,7000,UV254,0.0640895481233474,107.0,0.05
42,7000,Pruned Events,0.032945002174652904,107.0,0.05
42,7000,Pressione (atm),0.002437347560733686,107.0,0.075
42,7000,TOCeq (mg/l),0.011931461861295158,107.0,0.075
42,7000,DOCeq (mg/l),-0.11072429105488954,107.0,0.075
42,7000,Turbidity (FTU),0.8187752247888809,107.0,0.075
42,7000,Conductivity (uS/cm),-0.1673491070108842,107.0,0.075
42,7000,Temperature (°C),-0.12053247774490244,107.0,0.075
42,7000,pH,0.15466188448676152,107.0,0.075
42,7000,Free Chlorine (mg/l),0.024334246685666548,107.0,0.075
42,7000,nitrati,0.061432903445988486,107.0,0.075
