Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events ≤ t,-13,0.25975608825683594,34.0
Sum of contribution of events > t,-14,1.3832893371582031,34.0
Sum of contribution of events ≤ t,-14,0.24419546127319336,34.0
Sum of contribution of events > t,-15,1.432619333267212,34.0
Sum of contribution of events ≤ t,-15,0.19486546516418457,34.0
Sum of contribution of events > t,-16,1.468878984451294,34.0
Sum of contribution of events ≤ t,-16,0.15860581398010254,34.0
Sum of contribution of events > t,-17,1.5011394023895264,34.0
Sum of contribution of events ≤ t,-17,0.12634539604187012,34.0
Sum of contribution of events > t,-18,1.5627269744873047,34.0
Sum of contribution of events ≤ t,-18,0.0647578239440918,34.0
Sum of contribution of events > t,-19,1.6274852752685547,34.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,34.0
Sum of contribution of events > t,0,4.76837158203125e-07,35.0
Sum of contribution of events ≤ t,0,1.7109174728393555,35.0
Sum of contribution of events > t,-1,0.2629520893096924,35.0
Sum of contribution of events ≤ t,-1,1.4479658603668213,35.0
Sum of contribution of events > t,-2,0.7026984691619873,35.0
Sum of contribution of events ≤ t,-2,1.0082194805145264,35.0
Sum of contribution of events > t,-3,0.9419572353363037,35.0
Sum of contribution of events ≤ t,-3,0.76896071434021,35.0
Sum of contribution of events > t,-4,1.0595343112945557,35.0
Sum of contribution of events ≤ t,-4,0.651383638381958,35.0
Sum of contribution of events > t,-5,1.134594202041626,35.0
Sum of contribution of events ≤ t,-5,0.5763237476348877,35.0
Sum of contribution of events > t,-6,1.1848890781402588,35.0
Sum of contribution of events ≤ t,-6,0.5260288715362549,35.0
Sum of contribution of events > t,-7,1.2212574481964111,35.0
Sum of contribution of events ≤ t,-7,0.48966050148010254,35.0
Sum of contribution of events > t,-8,1.2556416988372803,35.0
Sum of contribution of events ≤ t,-8,0.4552762508392334,35.0
Sum of contribution of events > t,-9,1.2937757968902588,35.0
Sum of contribution of events ≤ t,-9,0.4171421527862549,35.0
Sum of contribution of events > t,-10,1.3341047763824463,35.0
Sum of contribution of events ≤ t,-10,0.3768131732940674,35.0
Sum of contribution of events > t,-11,1.3734862804412842,35.0
Sum of contribution of events ≤ t,-11,0.3374316692352295,35.0
Sum of contribution of events > t,-12,1.42191481590271,35.0
Sum of contribution of events ≤ t,-12,0.2890031337738037,35.0
Sum of contribution of events > t,-13,1.460026741027832,35.0
Sum of contribution of events ≤ t,-13,0.25089120864868164,35.0
Sum of contribution of events > t,-14,1.487982988357544,35.0
Sum of contribution of events ≤ t,-14,0.22293496131896973,35.0
Sum of contribution of events > t,-15,1.4996802806854248,35.0
Sum of contribution of events ≤ t,-15,0.21123766899108887,35.0
Sum of contribution of events > t,-16,1.5499117374420166,35.0
Sum of contribution of events ≤ t,-16,0.16100621223449707,35.0
Sum of contribution of events > t,-17,1.5879976749420166,35.0
Sum of contribution of events ≤ t,-17,0.12292027473449707,35.0
Sum of contribution of events > t,-18,1.6434407234191895,35.0
Sum of contribution of events ≤ t,-18,0.06747722625732422,35.0
Sum of contribution of events > t,-19,1.7109174728393555,35.0
Sum of contribution of events ≤ t,-19,4.76837158203125e-07,35.0
Sum of contribution of events > t,0,0.0,36.0
Sum of contribution of events ≤ t,0,1.71467924118042,36.0
Sum of contribution of events > t,-1,0.25690722465515137,36.0
Sum of contribution of events ≤ t,-1,1.4577720165252686,36.0
Sum of contribution of events > t,-2,0.7185685634613037,36.0
Sum of contribution of events ≤ t,-2,0.9961106777191162,36.0
Sum of contribution of events > t,-3,0.9646918773651123,36.0
Sum of contribution of events ≤ t,-3,0.7499873638153076,36.0
Sum of contribution of events > t,-4,1.071009874343872,36.0
Sum of contribution of events ≤ t,-4,0.6436693668365479,36.0
Sum of contribution of events > t,-5,1.1231224536895752,36.0
Sum of contribution of events ≤ t,-5,0.5915567874908447,36.0
Sum of contribution of events > t,-6,1.1710355281829834,36.0
Sum of contribution of events ≤ t,-6,0.5436437129974365,36.0
Sum of contribution of events > t,-7,1.2252633571624756,36.0
Sum of contribution of events ≤ t,-7,0.48941588401794434,36.0
Sum of contribution of events > t,-8,1.2641270160675049,36.0
Sum of contribution of events ≤ t,-8,0.45055222511291504,36.0
Sum of contribution of events > t,-9,1.2973392009735107,36.0
Sum of contribution of events ≤ t,-9,0.4173400402069092,36.0
Sum of contribution of events > t,-10,1.3335535526275635,36.0
Sum of contribution of events ≤ t,-10,0.38112568855285645,36.0
Sum of contribution of events > t,-11,1.3715803623199463,36.0
Sum of contribution of events ≤ t,-11,0.34309887886047363,36.0
Sum of contribution of events > t,-12,1.4091708660125732,36.0
Sum of contribution of events ≤ t,-12,0.3055083751678467,36.0
Sum of contribution of events > t,-13,1.457144021987915,36.0
Sum of contribution of events ≤ t,-13,0.2575352191925049,36.0
Sum of contribution of events > t,-14,1.4942002296447754,36.0
Sum of contribution of events ≤ t,-14,0.22047901153564453,36.0
Sum of contribution of events > t,-15,1.5207502841949463,36.0
Sum of contribution of events ≤ t,-15,0.19392895698547363,36.0
Sum of contribution of events > t,-16,1.5271129608154297,36.0
Sum of contribution of events ≤ t,-16,0.18756628036499023,36.0
Sum of contribution of events > t,-17,1.5827600955963135,36.0
Sum of contribution of events ≤ t,-17,0.13191914558410645,36.0
Sum of contribution of events > t,-18,1.632267713546753,36.0
Sum of contribution of events ≤ t,-18,0.08241152763366699,36.0
Sum of contribution of events > t,-19,1.71467924118042,36.0
Sum of contribution of events ≤ t,-19,0.0,36.0
Sum of contribution of events > t,0,4.76837158203125e-07,37.0
Sum of contribution of events ≤ t,0,1.6763496398925781,37.0
Sum of contribution of events > t,-1,0.2646172046661377,37.0
Sum of contribution of events ≤ t,-1,1.4117329120635986,37.0
Sum of contribution of events > t,-2,0.6935184001922607,37.0
Sum of contribution of events ≤ t,-2,0.9828317165374756,37.0
Sum of contribution of events > t,-3,0.9612991809844971,37.0
Sum of contribution of events ≤ t,-3,0.7150509357452393,37.0
Sum of contribution of events > t,-4,1.0672237873077393,37.0
Sum of contribution of events ≤ t,-4,0.6091263294219971,37.0
Sum of contribution of events > t,-5,1.1021144390106201,37.0
Sum of contribution of events ≤ t,-5,0.5742356777191162,37.0
Sum of contribution of events > t,-6,1.1358931064605713,37.0
Sum of contribution of events ≤ t,-6,0.540457010269165,37.0
Sum of contribution of events > t,-7,1.1953670978546143,37.0
Sum of contribution of events ≤ t,-7,0.48098301887512207,37.0
Sum of contribution of events > t,-8,1.2557733058929443,37.0
Sum of contribution of events ≤ t,-8,0.420576810836792,37.0
Sum of contribution of events > t,-9,1.2922093868255615,37.0
Sum of contribution of events ≤ t,-9,0.3841407299041748,37.0
Sum of contribution of events > t,-10,1.3223202228546143,37.0
Sum of contribution of events ≤ t,-10,0.35402989387512207,37.0
Sum of contribution of events > t,-11,1.3564059734344482,37.0
Sum of contribution of events ≤ t,-11,0.3199441432952881,37.0
Sum of contribution of events > t,-12,1.393561601638794,37.0
Sum of contribution of events ≤ t,-12,0.2827885150909424,37.0
Sum of contribution of events > t,-13,1.4309613704681396,37.0
Sum of contribution of events ≤ t,-13,0.24538874626159668,37.0
Sum of contribution of events > t,-14,1.4787819385528564,37.0
Sum of contribution of events ≤ t,-14,0.19756817817687988,37.0
Sum of contribution of events > t,-15,1.5121610164642334,37.0
Sum of contribution of events ≤ t,-15,0.16418910026550293,37.0
Sum of contribution of events > t,-16,1.5416932106018066,37.0
Sum of contribution of events ≤ t,-16,0.1346569061279297,37.0
Sum of contribution of events > t,-17,1.5522077083587646,37.0
Sum of contribution of events ≤ t,-17,0.12414240837097168,37.0
Sum of contribution of events > t,-18,1.6150736808776855,37.0
Sum of contribution of events ≤ t,-18,0.06127643585205078,37.0
Sum of contribution of events > t,-19,1.6763496398925781,37.0
Sum of contribution of events ≤ t,-19,4.76837158203125e-07,37.0
Sum of contribution of events > t,0,-4.76837158203125e-07,38.0
Sum of contribution of events ≤ t,0,1.6838607788085938,38.0
Sum of contribution of events > t,-1,0.24166607856750488,38.0
Sum of contribution of events ≤ t,-1,1.4421942234039307,38.0
Sum of contribution of events > t,-2,0.6716859340667725,38.0
Sum of contribution of events ≤ t,-2,1.012174367904663,38.0
Sum of contribution of events > t,-3,0.9359376430511475,38.0
Sum of contribution of events ≤ t,-3,0.7479226589202881,38.0
Sum of contribution of events > t,-4,1.0565736293792725,38.0
Sum of contribution of events ≤ t,-4,0.6272866725921631,38.0
Sum of contribution of events > t,-5,1.0994422435760498,38.0
Sum of contribution of events ≤ t,-5,0.5844180583953857,38.0
Sum of contribution of events > t,-6,1.1344759464263916,38.0
Sum of contribution of events ≤ t,-6,0.549384355545044,38.0
Sum of contribution of events > t,-7,1.1888835430145264,38.0
Sum of contribution of events ≤ t,-7,0.4949767589569092,38.0
Sum of contribution of events > t,-8,1.2615234851837158,38.0
Sum of contribution of events ≤ t,-8,0.4223368167877197,38.0
Sum of contribution of events > t,-9,1.3249709606170654,38.0
Sum of contribution of events ≤ t,-9,0.3588893413543701,38.0
Sum of contribution of events > t,-10,1.3606245517730713,38.0
Sum of contribution of events ≤ t,-10,0.32323575019836426,38.0
Sum of contribution of events > t,-11,1.390899896621704,38.0
Sum of contribution of events ≤ t,-11,0.29296040534973145,38.0
Sum of contribution of events > t,-12,1.4263427257537842,38.0
Sum of contribution of events ≤ t,-12,0.25751757621765137,38.0
Sum of contribution of events > t,-13,1.4658222198486328,38.0
Sum of contribution of events ≤ t,-13,0.21803808212280273,38.0
Sum of contribution of events > t,-14,1.5045106410980225,38.0
Sum of contribution of events ≤ t,-14,0.17934966087341309,38.0
Sum of contribution of events > t,-15,1.552079439163208,38.0
Sum of contribution of events ≤ t,-15,0.13178086280822754,38.0
Sum of contribution of events > t,-16,1.5831100940704346,38.0
Sum of contribution of events ≤ t,-16,0.10075020790100098,38.0
Sum of contribution of events > t,-17,1.6272032260894775,38.0
Sum of contribution of events ≤ t,-17,0.05665707588195801,38.0
Sum of contribution of events > t,-18,1.6697251796722412,38.0
Sum of contribution of events ≤ t,-18,0.014135122299194336,38.0
Sum of contribution of events > t,-19,1.6838607788085938,38.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,38.0
Sum of contribution of events > t,0,0.0,39.0
Sum of contribution of events ≤ t,0,1.668856143951416,39.0
Sum of contribution of events > t,-1,0.20185589790344238,39.0
Sum of contribution of events ≤ t,-1,1.4670002460479736,39.0
Sum of contribution of events > t,-2,0.6414878368377686,39.0
Sum of contribution of events ≤ t,-2,1.0273683071136475,39.0
Sum of contribution of events > t,-3,0.8727176189422607,39.0
Sum of contribution of events ≤ t,-3,0.7961385250091553,39.0
Sum of contribution of events > t,-4,0.9935638904571533,39.0
Sum of contribution of events ≤ t,-4,0.6752922534942627,39.0
Sum of contribution of events > t,-5,1.043956995010376,39.0
Sum of contribution of events ≤ t,-5,0.62489914894104,39.0
Sum of contribution of events > t,-6,1.0937283039093018,39.0
Sum of contribution of events ≤ t,-6,0.5751278400421143,39.0
Sum of contribution of events > t,-7,1.148376703262329,39.0
Sum of contribution of events ≤ t,-7,0.5204794406890869,39.0
Sum of contribution of events > t,-8,1.2066552639007568,39.0
Sum of contribution of events ≤ t,-8,0.4622008800506592,39.0
Sum of contribution of events > t,-9,1.2744204998016357,39.0
Sum of contribution of events ≤ t,-9,0.3944356441497803,39.0
Sum of contribution of events > t,-10,1.3348000049591064,39.0
Sum of contribution of events ≤ t,-10,0.33405613899230957,39.0
Sum of contribution of events > t,-11,1.3692996501922607,39.0
Sum of contribution of events ≤ t,-11,0.2995564937591553,39.0
Sum of contribution of events > t,-12,1.3984403610229492,39.0
Sum of contribution of events ≤ t,-12,0.2704157829284668,39.0
Sum of contribution of events > t,-13,1.4323077201843262,39.0
Sum of contribution of events ≤ t,-13,0.23654842376708984,39.0
Sum of contribution of events > t,-14,1.470031976699829,39.0
Sum of contribution of events ≤ t,-14,0.19882416725158691,39.0
Sum of contribution of events > t,-15,1.5066373348236084,39.0
Sum of contribution of events ≤ t,-15,0.16221880912780762,39.0
Sum of contribution of events > t,-16,1.552154302597046,39.0
Sum of contribution of events ≤ t,-16,0.11670184135437012,39.0
Sum of contribution of events > t,-17,1.5835824012756348,39.0
Sum of contribution of events ≤ t,-17,0.08527374267578125,39.0
Sum of contribution of events > t,-18,1.6289024353027344,39.0
Sum of contribution of events ≤ t,-18,0.03995370864868164,39.0
Sum of contribution of events > t,-19,1.668856143951416,39.0
Sum of contribution of events ≤ t,-19,0.0,39.0
Sum of contribution of events > t,0,9.5367431640625e-07,40.0
Sum of contribution of events ≤ t,0,1.6918377876281738,40.0
Sum of contribution of events > t,-1,0.23156976699829102,40.0
Sum of contribution of events ≤ t,-1,1.4602689743041992,40.0
Sum of contribution of events > t,-2,0.6434609889984131,40.0
Sum of contribution of events ≤ t,-2,1.0483777523040771,40.0
Sum of contribution of events > t,-3,0.8865840435028076,40.0
Sum of contribution of events ≤ t,-3,0.8052546977996826,40.0
Sum of contribution of events > t,-4,0.9955432415008545,40.0
Sum of contribution of events ≤ t,-4,0.6962954998016357,40.0
Sum of contribution of events > t,-5,1.0457913875579834,40.0
Sum of contribution of events ≤ t,-5,0.6460473537445068,40.0
Sum of contribution of events > t,-6,1.095142126083374,40.0
Sum of contribution of events ≤ t,-6,0.5966966152191162,40.0
Sum of contribution of events > t,-7,1.162510633468628,40.0
Sum of contribution of events ≤ t,-7,0.5293281078338623,40.0
Sum of contribution of events > t,-8,1.2159597873687744,40.0
Sum of contribution of events ≤ t,-8,0.4758789539337158,40.0
Sum of contribution of events > t,-9,1.2677538394927979,40.0
Sum of contribution of events ≤ t,-9,0.4240849018096924,40.0
Sum of contribution of events > t,-10,1.3320014476776123,40.0
Sum of contribution of events ≤ t,-10,0.35983729362487793,40.0
Sum of contribution of events > t,-11,1.3921468257904053,40.0
Sum of contribution of events ≤ t,-11,0.29969191551208496,40.0
Sum of contribution of events > t,-12,1.425537109375,40.0
Sum of contribution of events ≤ t,-12,0.26630163192749023,40.0
Sum of contribution of events > t,-13,1.4533917903900146,40.0
Sum of contribution of events ≤ t,-13,0.23844695091247559,40.0
Sum of contribution of events > t,-14,1.4861295223236084,40.0
Sum of contribution of events ≤ t,-14,0.20570921897888184,40.0
Sum of contribution of events > t,-15,1.522559404373169,40.0
Sum of contribution of events ≤ t,-15,0.1692793369293213,40.0
Sum of contribution of events > t,-16,1.5575923919677734,40.0
Sum of contribution of events ≤ t,-16,0.1342463493347168,40.0
Sum of contribution of events > t,-17,1.6069269180297852,40.0
Sum of contribution of events ≤ t,-17,0.08491182327270508,40.0
Sum of contribution of events > t,-18,1.6519286632537842,40.0
Sum of contribution of events ≤ t,-18,0.039910078048706055,40.0
Sum of contribution of events > t,-19,1.6918377876281738,40.0
Sum of contribution of events ≤ t,-19,9.5367431640625e-07,40.0
Sum of contribution of events > t,0,-4.76837158203125e-07,41.0
Sum of contribution of events ≤ t,0,1.741403579711914,41.0
Sum of contribution of events > t,-1,0.24229121208190918,41.0
Sum of contribution of events ≤ t,-1,1.4991118907928467,41.0
Sum of contribution of events > t,-2,0.6994240283966064,41.0
Sum of contribution of events ≤ t,-2,1.0419790744781494,41.0
Sum of contribution of events > t,-3,0.9332315921783447,41.0
Sum of contribution of events ≤ t,-3,0.8081715106964111,41.0
Sum of contribution of events > t,-4,1.044740915298462,41.0
Sum of contribution of events ≤ t,-4,0.696662187576294,41.0
Sum of contribution of events > t,-5,1.0914576053619385,41.0
Sum of contribution of events ≤ t,-5,0.6499454975128174,41.0
Sum of contribution of events > t,-6,1.1327526569366455,41.0
Sum of contribution of events ≤ t,-6,0.6086504459381104,41.0
Sum of contribution of events > t,-7,1.2007477283477783,41.0
Sum of contribution of events ≤ t,-7,0.5406553745269775,41.0
Sum of contribution of events > t,-8,1.264465093612671,41.0
Sum of contribution of events ≤ t,-8,0.47693800926208496,41.0
Sum of contribution of events > t,-9,1.3098127841949463,41.0
Sum of contribution of events ≤ t,-9,0.43159031867980957,41.0
Sum of contribution of events > t,-10,1.357867956161499,41.0
Sum of contribution of events ≤ t,-10,0.38353514671325684,41.0
Sum of contribution of events > t,-11,1.4217627048492432,41.0
Sum of contribution of events ≤ t,-11,0.3196403980255127,41.0
Sum of contribution of events > t,-12,1.481107473373413,41.0
Sum of contribution of events ≤ t,-12,0.2602956295013428,41.0
Sum of contribution of events > t,-13,1.512296438217163,41.0
Sum of contribution of events ≤ t,-13,0.22910666465759277,41.0
Sum of contribution of events > t,-14,1.538201093673706,41.0
Sum of contribution of events ≤ t,-14,0.2032020092010498,41.0
Sum of contribution of events > t,-15,1.5688056945800781,41.0
Sum of contribution of events ≤ t,-15,0.17259740829467773,41.0
Sum of contribution of events > t,-16,1.6040971279144287,41.0
Sum of contribution of events ≤ t,-16,0.13730597496032715,41.0
Sum of contribution of events > t,-17,1.6439270973205566,41.0
Sum of contribution of events ≤ t,-17,0.09747600555419922,41.0
Sum of contribution of events > t,-18,1.7057809829711914,41.0
Sum of contribution of events ≤ t,-18,0.03562211990356445,41.0
Sum of contribution of events > t,-19,1.741403579711914,41.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,41.0
Sum of contribution of events > t,0,-4.76837158203125e-07,42.0
Sum of contribution of events ≤ t,0,1.7388544082641602,42.0
Sum of contribution of events > t,-1,0.22521281242370605,42.0
Sum of contribution of events ≤ t,-1,1.513641119003296,42.0
Sum of contribution of events > t,-2,0.7073934078216553,42.0
Sum of contribution of events ≤ t,-2,1.0314605236053467,42.0
Sum of contribution of events > t,-3,0.9421422481536865,42.0
Sum of contribution of events ≤ t,-3,0.7967116832733154,42.0
Sum of contribution of events > t,-4,1.0346271991729736,42.0
Sum of contribution of events ≤ t,-4,0.7042267322540283,42.0
Sum of contribution of events > t,-5,1.0813500881195068,42.0
Sum of contribution of events ≤ t,-5,0.6575038433074951,42.0
Sum of contribution of events > t,-6,1.1182644367218018,42.0
Sum of contribution of events ≤ t,-6,0.6205894947052002,42.0
Sum of contribution of events > t,-7,1.1755359172821045,42.0
Sum of contribution of events ≤ t,-7,0.5633180141448975,42.0
Sum of contribution of events > t,-8,1.2411034107208252,42.0
Sum of contribution of events ≤ t,-8,0.49775052070617676,42.0
Sum of contribution of events > t,-9,1.2973134517669678,42.0
Sum of contribution of events ≤ t,-9,0.4415404796600342,42.0
Sum of contribution of events > t,-10,1.3408210277557373,42.0
Sum of contribution of events ≤ t,-10,0.39803290367126465,42.0
Sum of contribution of events > t,-11,1.3888537883758545,42.0
Sum of contribution of events ≤ t,-11,0.35000014305114746,42.0
Sum of contribution of events > t,-12,1.4522650241851807,42.0
Sum of contribution of events ≤ t,-12,0.2865889072418213,42.0
Sum of contribution of events > t,-13,1.5102810859680176,42.0
Sum of contribution of events ≤ t,-13,0.22857284545898438,42.0
Sum of contribution of events > t,-14,1.5395233631134033,42.0
Sum of contribution of events ≤ t,-14,0.19933056831359863,42.0
Sum of contribution of events > t,-15,1.5635783672332764,42.0
Sum of contribution of events ≤ t,-15,0.17527556419372559,42.0
Sum of contribution of events > t,-16,1.5927555561065674,42.0
Sum of contribution of events ≤ t,-16,0.14609837532043457,42.0
Sum of contribution of events > t,-17,1.6312544345855713,42.0
Sum of contribution of events ≤ t,-17,0.10759949684143066,42.0
Sum of contribution of events > t,-18,1.691335916519165,42.0
Sum of contribution of events ≤ t,-18,0.047518014907836914,42.0
Sum of contribution of events > t,-19,1.7388544082641602,42.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,42.0
Sum of contribution of events > t,0,-4.76837158203125e-07,43.0
Sum of contribution of events ≤ t,0,1.744795799255371,43.0
Sum of contribution of events > t,-1,0.22044110298156738,43.0
Sum of contribution of events ≤ t,-1,1.5243542194366455,43.0
Sum of contribution of events > t,-2,0.7162468433380127,43.0
Sum of contribution of events ≤ t,-2,1.0285484790802002,43.0
Sum of contribution of events > t,-3,0.9535229206085205,43.0
Sum of contribution of events ≤ t,-3,0.7912724018096924,43.0
Sum of contribution of events > t,-4,1.0393493175506592,43.0
Sum of contribution of events ≤ t,-4,0.7054460048675537,43.0
Sum of contribution of events > t,-5,1.0688984394073486,43.0
Sum of contribution of events ≤ t,-5,0.6758968830108643,43.0
Sum of contribution of events > t,-6,1.1075541973114014,43.0
Sum of contribution of events ≤ t,-6,0.6372411251068115,43.0
Sum of contribution of events > t,-7,1.1580541133880615,43.0
Sum of contribution of events ≤ t,-7,0.5867412090301514,43.0
Sum of contribution of events > t,-8,1.214933156967163,43.0
Sum of contribution of events ≤ t,-8,0.5298621654510498,43.0
Sum of contribution of events > t,-9,1.272247076034546,43.0
Sum of contribution of events ≤ t,-9,0.472548246383667,43.0
Sum of contribution of events > t,-10,1.3286983966827393,43.0
Sum of contribution of events ≤ t,-10,0.41609692573547363,43.0
Sum of contribution of events > t,-11,1.3740594387054443,43.0
Sum of contribution of events ≤ t,-11,0.37073588371276855,43.0
Sum of contribution of events > t,-12,1.421753168106079,43.0
Sum of contribution of events ≤ t,-12,0.3230421543121338,43.0
Sum of contribution of events > t,-13,1.4840342998504639,43.0
Sum of contribution of events ≤ t,-13,0.260761022567749,43.0
Sum of contribution of events > t,-14,1.541067361831665,43.0
Sum of contribution of events ≤ t,-14,0.20372796058654785,43.0
Sum of contribution of events > t,-15,1.5687072277069092,43.0
Sum of contribution of events ≤ t,-15,0.1760880947113037,43.0
Sum of contribution of events > t,-16,1.5912787914276123,43.0
Sum of contribution of events ≤ t,-16,0.15351653099060059,43.0
Sum of contribution of events > t,-17,1.6228177547454834,43.0
Sum of contribution of events ≤ t,-17,0.12197756767272949,43.0
Sum of contribution of events > t,-18,1.6748027801513672,43.0
Sum of contribution of events ≤ t,-18,0.0699925422668457,43.0
Sum of contribution of events > t,-19,1.744795799255371,43.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,43.0
Sum of contribution of events > t,0,-4.76837158203125e-07,44.0
Sum of contribution of events ≤ t,0,1.7201671600341797,44.0
Sum of contribution of events > t,-1,0.18332743644714355,44.0
Sum of contribution of events ≤ t,-1,1.536839246749878,44.0
Sum of contribution of events > t,-2,0.6860153675079346,44.0
Sum of contribution of events ≤ t,-2,1.034151315689087,44.0
Sum of contribution of events > t,-3,0.9099037647247314,44.0
Sum of contribution of events ≤ t,-3,0.81026291847229,44.0
Sum of contribution of events > t,-4,0.9981200695037842,44.0
Sum of contribution of events ≤ t,-4,0.7220466136932373,44.0
Sum of contribution of events > t,-5,1.0266382694244385,44.0
Sum of contribution of events ≤ t,-5,0.693528413772583,44.0
Sum of contribution of events > t,-6,1.0599110126495361,44.0
Sum of contribution of events ≤ t,-6,0.6602556705474854,44.0
Sum of contribution of events > t,-7,1.1169764995574951,44.0
Sum of contribution of events ≤ t,-7,0.6031901836395264,44.0
Sum of contribution of events > t,-8,1.169750452041626,44.0
Sum of contribution of events ≤ t,-8,0.5504162311553955,44.0
Sum of contribution of events > t,-9,1.2213733196258545,44.0
Sum of contribution of events ≤ t,-9,0.498793363571167,44.0
Sum of contribution of events > t,-10,1.28037428855896,44.0
Sum of contribution of events ≤ t,-10,0.4397923946380615,44.0
Sum of contribution of events > t,-11,1.3401100635528564,44.0
Sum of contribution of events ≤ t,-11,0.38005661964416504,44.0
Sum of contribution of events > t,-12,1.3854148387908936,44.0
Sum of contribution of events ≤ t,-12,0.33475184440612793,44.0
Sum of contribution of events > t,-13,1.432629108428955,44.0
Sum of contribution of events ≤ t,-13,0.2875375747680664,44.0
Sum of contribution of events > t,-14,1.4953467845916748,44.0
Sum of contribution of events ≤ t,-14,0.22481989860534668,44.0
Sum of contribution of events > t,-15,1.5517652034759521,44.0
Sum of contribution of events ≤ t,-15,0.16840147972106934,44.0
Sum of contribution of events > t,-16,1.5772192478179932,44.0
Sum of contribution of events ≤ t,-16,0.14294743537902832,44.0
Sum of contribution of events > t,-17,1.6024210453033447,44.0
Sum of contribution of events ≤ t,-17,0.11774563789367676,44.0
Sum of contribution of events > t,-18,1.6543095111846924,44.0
Sum of contribution of events ≤ t,-18,0.0658571720123291,44.0
Sum of contribution of events > t,-19,1.7201671600341797,44.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,44.0
Sum of contribution of events > t,0,-4.76837158203125e-07,45.0
Sum of contribution of events ≤ t,0,1.7164850234985352,45.0
Sum of contribution of events > t,-1,0.18108654022216797,45.0
Sum of contribution of events ≤ t,-1,1.535398006439209,45.0
Sum of contribution of events > t,-2,0.667532205581665,45.0
Sum of contribution of events ≤ t,-2,1.048952341079712,45.0
Sum of contribution of events > t,-3,0.8881504535675049,45.0
Sum of contribution of events ≤ t,-3,0.8283340930938721,45.0
Sum of contribution of events > t,-4,0.9765379428863525,45.0
Sum of contribution of events ≤ t,-4,0.7399466037750244,45.0
Sum of contribution of events > t,-5,1.0079519748687744,45.0
Sum of contribution of events ≤ t,-5,0.7085325717926025,45.0
Sum of contribution of events > t,-6,1.0465853214263916,45.0
Sum of contribution of events ≤ t,-6,0.6698992252349854,45.0
Sum of contribution of events > t,-7,1.097139596939087,45.0
Sum of contribution of events ≤ t,-7,0.61934494972229,45.0
Sum of contribution of events > t,-8,1.1553013324737549,45.0
Sum of contribution of events ≤ t,-8,0.5611832141876221,45.0
Sum of contribution of events > t,-9,1.203718900680542,45.0
Sum of contribution of events ≤ t,-9,0.512765645980835,45.0
Sum of contribution of events > t,-10,1.2561376094818115,45.0
Sum of contribution of events ≤ t,-10,0.46034693717956543,45.0
Sum of contribution of events > t,-11,1.318432092666626,45.0
Sum of contribution of events ≤ t,-11,0.398052453994751,45.0
Sum of contribution of events > t,-12,1.3780906200408936,45.0
Sum of contribution of events ≤ t,-12,0.3383939266204834,45.0
Sum of contribution of events > t,-13,1.4220468997955322,45.0
Sum of contribution of events ≤ t,-13,0.2944376468658447,45.0
Sum of contribution of events > t,-14,1.4696044921875,45.0
Sum of contribution of events ≤ t,-14,0.24688005447387695,45.0
Sum of contribution of events > t,-15,1.5331227779388428,45.0
Sum of contribution of events ≤ t,-15,0.18336176872253418,45.0
Sum of contribution of events > t,-16,1.5887234210968018,45.0
Sum of contribution of events ≤ t,-16,0.1277611255645752,45.0
Sum of contribution of events > t,-17,1.615992784500122,45.0
Sum of contribution of events ≤ t,-17,0.10049176216125488,45.0
Sum of contribution of events > t,-18,1.6641905307769775,45.0
Sum of contribution of events ≤ t,-18,0.052294015884399414,45.0
Sum of contribution of events > t,-19,1.7164850234985352,45.0
Sum of contribution of events ≤ t,-19,-4.76837158203125e-07,45.0
Sum of contribution of events > t,0,9.5367431640625e-07,46.0
Sum of contribution of events ≤ t,0,1.7610211372375488,46.0
Sum of contribution of events > t,-1,0.22409653663635254,46.0
Sum of contribution of events ≤ t,-1,1.5369255542755127,46.0
Sum of contribution of events > t,-2,0.6990482807159424,46.0
Sum of contribution of events ≤ t,-2,1.0619738101959229,46.0
Sum of contribution of events > t,-3,0.9208533763885498,46.0
Sum of contribution of events ≤ t,-3,0.8401687145233154,46.0
Sum of contribution of events > t,-4,1.0097053050994873,46.0
Sum of contribution of events ≤ t,-4,0.7513167858123779,46.0
Sum of contribution of events > t,-5,1.0366766452789307,46.0
Sum of contribution of events ≤ t,-5,0.7243454456329346,46.0
Sum of contribution of events > t,-6,1.0821983814239502,46.0
Sum of contribution of events ≤ t,-6,0.678823709487915,46.0
Sum of contribution of events > t,-7,1.1385037899017334,46.0
Sum of contribution of events ≤ t,-7,0.6225183010101318,46.0
Sum of contribution of events > t,-8,1.1865589618682861,46.0
Sum of contribution of events ≤ t,-8,0.5744631290435791,46.0
Sum of contribution of events > t,-9,1.2392404079437256,46.0
Sum of contribution of events ≤ t,-9,0.5217816829681396,46.0
Sum of contribution of events > t,-10,1.2871510982513428,46.0
Sum of contribution of events ≤ t,-10,0.47387099266052246,46.0
