Random Seed,NSamples,Event,Shapley Value,t (event index),Entity,Tolerance
42,7000,Event -19,0.02632436431552332,-18,10.0,0.05
42,7000,Event -1,0.08806917744970774,0,10.0,0.075
42,7000,Event -2,0.3460628165999692,-1,10.0,0.075
42,7000,Event -3,0.174954439342107,-2,10.0,0.075
42,7000,Event -4,0.07344996778703657,-3,10.0,0.075
42,7000,Event -5,0.08535805007861663,-4,10.0,0.075
42,7000,Event -6,0.09136559278566814,-5,10.0,0.075
42,7000,Event -7,0.07770841365288962,-6,10.0,0.075
42,7000,Event -8,0.07250673875978758,-7,10.0,0.075
42,7000,Event -9,0.07114407087123625,-8,10.0,0.075
42,7000,Event -10,0.05781154586373813,-9,10.0,0.075
42,7000,Event -11,0.0636098366417615,-10,10.0,0.075
42,7000,Event -12,0.07481585876887697,-11,10.0,0.075
42,7000,Event -13,0.04771815731095324,-12,10.0,0.075
42,7000,Event -14,0.04781642549308514,-13,10.0,0.075
42,7000,Event -15,0.06469437266966607,-14,10.0,0.075
42,7000,Event -16,0.048143202956826774,-15,10.0,0.075
42,7000,Event -17,0.059801792022699515,-16,10.0,0.075
42,7000,Event -18,0.03305201027853266,-17,10.0,0.075
42,7000,Pruned Events,0.02632436431552332,1,10.0,0.075
42,7000,Event -1,0.05794193821361853,0,11.0,0.05
42,7000,Event -2,0.33177084956696,-1,11.0,0.05
42,7000,Event -3,0.16386834109656453,-2,11.0,0.05
42,7000,Event -4,0.08234753060825428,-3,11.0,0.05
42,7000,Event -5,0.08122394061802073,-4,11.0,0.05
42,7000,Event -6,0.08690727925010976,-5,11.0,0.05
42,7000,Event -7,0.0854658091367174,-6,11.0,0.05
42,7000,Event -8,0.0706023554973076,-7,11.0,0.05
42,7000,Event -9,0.07214876851362975,-8,11.0,0.05
42,7000,Event -10,0.05645368035408615,-9,11.0,0.05
42,7000,Event -11,0.0628270741555523,-10,11.0,0.05
42,7000,Event -12,0.06212480699666698,-11,11.0,0.05
42,7000,Event -13,0.06965732567040132,-12,11.0,0.05
42,7000,Event -14,0.04361074085721498,-13,11.0,0.05
42,7000,Event -15,0.048616799665659474,-14,11.0,0.05
42,7000,Event -16,0.05773725416115181,-15,11.0,0.05
42,7000,Event -17,0.04990544575700813,-16,11.0,0.05
42,7000,Event -18,0.04760791960415682,-17,11.0,0.05
42,7000,Event -19,0.025597221301089323,-18,11.0,0.05
42,7000,Event -1,0.05794193821361853,0,11.0,0.075
42,7000,Event -2,0.33177084956696,-1,11.0,0.075
42,7000,Event -3,0.16386834109656453,-2,11.0,0.075
42,7000,Event -4,0.08234753060825428,-3,11.0,0.075
42,7000,Event -5,0.08122394061802073,-4,11.0,0.075
42,7000,Event -6,0.08690727925010976,-5,11.0,0.075
42,7000,Event -7,0.0854658091367174,-6,11.0,0.075
42,7000,Event -8,0.0706023554973076,-7,11.0,0.075
42,7000,Event -9,0.07214876851362975,-8,11.0,0.075
42,7000,Event -10,0.05645368035408615,-9,11.0,0.075
42,7000,Event -11,0.0628270741555523,-10,11.0,0.075
42,7000,Event -12,0.06212480699666698,-11,11.0,0.075
42,7000,Event -13,0.06965732567040132,-12,11.0,0.075
42,7000,Event -14,0.04361074085721498,-13,11.0,0.075
42,7000,Event -15,0.048616799665659474,-14,11.0,0.075
42,7000,Event -16,0.05773725416115181,-15,11.0,0.075
42,7000,Event -17,0.04990544575700813,-16,11.0,0.075
42,7000,Event -18,0.04760791960415682,-17,11.0,0.075
42,7000,Pruned Events,0.025597221301089323,1,11.0,0.075
42,7000,Event -1,0.0750388631796223,0,12.0,0.05
42,7000,Event -2,0.37044141755545806,-1,12.0,0.05
42,7000,Event -3,0.15077239458271988,-2,12.0,0.05
42,7000,Event -4,0.06986117194433651,-3,12.0,0.05
42,7000,Event -5,0.08738780179790702,-4,12.0,0.05
42,7000,Event -6,0.08449610226973338,-5,12.0,0.05
42,7000,Event -7,0.0826548722872818,-6,12.0,0.05
42,7000,Event -8,0.07857628891267718,-7,12.0,0.05
