Random Seed,NSamples,Event,Shapley Value,t (event index),Entity,Tolerance
42,7000,Event -6,0.08871114721710283,-5,43.0,0.05
42,7000,Event -7,0.08379256701528447,-6,43.0,0.05
42,7000,Event -8,0.08207947318281206,-7,43.0,0.05
42,7000,Event -9,0.08315796712381512,-8,43.0,0.05
42,7000,Event -10,0.064662815849992,-9,43.0,0.05
42,7000,Event -11,0.05398556520339273,-10,43.0,0.05
42,7000,Event -12,0.060730837064872936,-11,43.0,0.05
42,7000,Event -13,0.06240012555480666,-12,43.0,0.05
42,7000,Event -14,0.04933451663160144,-13,43.0,0.05
42,7000,Event -15,0.035002375330776964,-14,43.0,0.05
42,7000,Event -16,0.03243807799387998,-15,43.0,0.05
42,7000,Event -17,0.043983934959273656,-16,43.0,0.05
42,7000,Event -18,0.04103862947801368,-17,43.0,0.05
42,7000,Event -19,0.035646080487020226,-18,43.0,0.05
42,7000,Event -1,0.29690846661842374,0,43.0,0.075
42,7000,Event -2,0.3115406032607886,-1,43.0,0.075
42,7000,Event -3,0.15217117530843655,-2,43.0,0.075
42,7000,Event -4,0.08701222151841247,-3,43.0,0.075
42,7000,Event -5,0.08019874261950713,-4,43.0,0.075
42,7000,Event -6,0.08871114721710283,-5,43.0,0.075
42,7000,Event -7,0.08379256701528447,-6,43.0,0.075
42,7000,Event -8,0.08207947318281206,-7,43.0,0.075
42,7000,Event -9,0.08315796712381512,-8,43.0,0.075
42,7000,Event -10,0.064662815849992,-9,43.0,0.075
42,7000,Event -11,0.05398556520339273,-10,43.0,0.075
42,7000,Event -12,0.060730837064872936,-11,43.0,0.075
42,7000,Event -13,0.06240012555480666,-12,43.0,0.075
42,7000,Event -14,0.04933451663160144,-13,43.0,0.075
42,7000,Event -15,0.035002375330776964,-14,43.0,0.075
42,7000,Event -16,0.03243807799387998,-15,43.0,0.075
42,7000,Event -17,0.043983934959273656,-16,43.0,0.075
42,7000,Event -18,0.04103862947801368,-17,43.0,0.075
42,7000,Pruned Events,0.035646080487020226,1,43.0,0.075
42,7000,Event -1,0.26081336697291224,0,44.0,0.05
42,7000,Event -2,0.31099014404882147,-1,44.0,0.05
42,7000,Event -3,0.14949335929727545,-2,44.0,0.05
42,7000,Event -4,0.10557536578645388,-3,44.0,0.05
42,7000,Event -5,0.09043213062836648,-4,44.0,0.05
42,7000,Event -6,0.07630772368377113,-5,44.0,0.05
42,7000,Event -7,0.08371964363750467,-6,44.0,0.05
42,7000,Event -8,0.07517268700090446,-7,44.0,0.05
42,7000,Event -9,0.08117749653468895,-8,44.0,0.05
42,7000,Event -10,0.07192565427573445,-9,44.0,0.05
42,7000,Event -11,0.06496810105438376,-10,44.0,0.05
42,7000,Event -12,0.053922758023464024,-11,44.0,0.05
42,7000,Event -13,0.056759810008581504,-12,44.0,0.05
42,7000,Event -14,0.05922273200268855,-13,44.0,0.05
42,7000,Event -15,0.04548495327643133,-14,44.0,0.05
42,7000,Event -16,0.03326800906118687,-15,44.0,0.05
42,7000,Event -17,0.03400682852721772,-16,44.0,0.05
42,7000,Event -18,0.03224467657621496,-17,44.0,0.05
42,7000,Event -19,0.03468124280041951,-18,44.0,0.05
42,7000,Event -1,0.26081336697291224,0,44.0,0.075
42,7000,Event -2,0.31099014404882147,-1,44.0,0.075
42,7000,Event -3,0.14949335929727545,-2,44.0,0.075
42,7000,Event -4,0.10557536578645388,-3,44.0,0.075
42,7000,Event -5,0.09043213062836648,-4,44.0,0.075
42,7000,Event -6,0.07630772368377113,-5,44.0,0.075
42,7000,Event -7,0.08371964363750467,-6,44.0,0.075
42,7000,Event -8,0.07517268700090446,-7,44.0,0.075
42,7000,Event -9,0.08117749653468895,-8,44.0,0.075
42,7000,Event -10,0.07192565427573445,-9,44.0,0.075
42,7000,Event -11,0.06496810105438376,-10,44.0,0.075
42,7000,Event -12,0.053922758023464024,-11,44.0,0.075
42,7000,Event -13,0.056759810008581504,-12,44.0,0.075
42,7000,Event -14,0.05922273200268855,-13,44.0,0.075
42,7000,Event -15,0.04548495327643133,-14,44.0,0.075
42,7000,Event -16,0.03326800906118687,-15,44.0,0.075
42,7000,Event -17,0.03400682852721772,-16,44.0,0.075
42,7000,Event -18,0.03224467657621496,-17,44.0,0.075
42,7000,Pruned Events,0.03468124280041951,1,44.0,0.075
42,7000,Event -1,0.2591910993707674,0,45.0,0.05
42,7000,Event -2,0.2839415564122087,-1,45.0,0.05
42,7000,Event -3,0.15627446425755395,-2,45.0,0.05
42,7000,Event -4,0.10780097026305915,-3,45.0,0.05
42,7000,Event -5,0.1083359159569831,-4,45.0,0.05
42,7000,Event -6,0.08564564918214226,-5,45.0,0.05
42,7000,Event -7,0.0723355105402672,-6,45.0,0.05
42,7000,Event -8,0.07505920155652479,-7,45.0,0.05
42,7000,Event -9,0.07533964501977422,-8,45.0,0.05
42,7000,Event -10,0.07035377323704214,-9,45.0,0.05
42,7000,Event -11,0.07292858329325907,-10,45.0,0.05
42,7000,Event -12,0.06502962420604536,-11,45.0,0.05
42,7000,Event -13,0.05026650226986191,-12,45.0,0.05
42,7000,Event -14,0.054158560227151965,-13,45.0,0.05
42,7000,Event -15,0.05595019063526542,-14,45.0,0.05
42,7000,Event -16,0.042786573957275593,-15,45.0,0.05
42,7000,Event -17,0.03412145111434592,-16,45.0,0.05
42,7000,Event -18,0.021935318706681535,-17,45.0,0.05
42,7000,Event -19,0.025029956455167035,-18,45.0,0.05
42,7000,Event -1,0.2591910993707674,0,45.0,0.075
42,7000,Event -2,0.2839415564122087,-1,45.0,0.075
42,7000,Event -3,0.15627446425755395,-2,45.0,0.075
42,7000,Event -4,0.10780097026305915,-3,45.0,0.075
42,7000,Event -5,0.1083359159569831,-4,45.0,0.075
42,7000,Event -6,0.08564564918214226,-5,45.0,0.075
42,7000,Event -7,0.0723355105402672,-6,45.0,0.075
42,7000,Event -8,0.07505920155652479,-7,45.0,0.075
42,7000,Event -9,0.07533964501977422,-8,45.0,0.075
42,7000,Event -10,0.07035377323704214,-9,45.0,0.075
42,7000,Event -11,0.07292858329325907,-10,45.0,0.075
42,7000,Event -12,0.06502962420604536,-11,45.0,0.075
42,7000,Event -13,0.05026650226986191,-12,45.0,0.075
42,7000,Event -14,0.054158560227151965,-13,45.0,0.075
42,7000,Event -15,0.05595019063526542,-14,45.0,0.075
42,7000,Event -16,0.042786573957275593,-15,45.0,0.075
42,7000,Event -17,0.03412145111434592,-16,45.0,0.075
42,7000,Event -18,0.021935318706681535,-17,45.0,0.075
42,7000,Pruned Events,0.025029956455167035,1,45.0,0.075
42,7000,Event -1,0.2902055308926199,0,46.0,0.05
42,7000,Event -2,0.2838805323998257,-1,46.0,0.05
42,7000,Event -3,0.1396714044936057,-2,46.0,0.05
42,7000,Event -4,0.11823724109652248,-3,46.0,0.05
42,7000,Event -5,0.10874613871290327,-4,46.0,0.05
42,7000,Event -6,0.10022762301697188,-5,46.0,0.05
42,7000,Event -7,0.08098839754453736,-6,46.0,0.05
42,7000,Event -8,0.06519460430367127,-7,46.0,0.05
42,7000,Event -9,0.07569827688582234,-8,46.0,0.05
42,7000,Event -10,0.06433076485916642,-9,46.0,0.05
42,7000,Event -11,0.07185163630377234,-10,46.0,0.05
42,7000,Event -12,0.07229397900680067,-11,46.0,0.05
42,7000,Event -13,0.059370671345825056,-12,46.0,0.05
42,7000,Event -14,0.04818159794986225,-13,46.0,0.05
42,7000,Event -15,0.051070209661356954,-14,46.0,0.05
42,7000,Event -16,0.05246433891280545,-15,46.0,0.05
42,7000,Event -17,0.042346388806624766,-16,46.0,0.05
42,7000,Event -18,0.02078294275216794,-17,46.0,0.05
42,7000,Pruned Events,0.015479811967003432,1,46.0,0.05
42,7000,Event -1,0.2902055308926199,0,46.0,0.075
42,7000,Event -2,0.2838805323998257,-1,46.0,0.075
42,7000,Event -3,0.1396714044936057,-2,46.0,0.075
42,7000,Event -4,0.11823724109652248,-3,46.0,0.075
42,7000,Event -5,0.10874613871290327,-4,46.0,0.075
42,7000,Event -6,0.10022762301697188,-5,46.0,0.075
42,7000,Event -7,0.08098839754453736,-6,46.0,0.075
42,7000,Event -8,0.06519460430367127,-7,46.0,0.075
42,7000,Event -9,0.07569827688582234,-8,46.0,0.075
42,7000,Event -10,0.06433076485916642,-9,46.0,0.075
42,7000,Event -11,0.07185163630377234,-10,46.0,0.075
42,7000,Event -12,0.07229397900680067,-11,46.0,0.075
42,7000,Event -13,0.059370671345825056,-12,46.0,0.075
42,7000,Event -14,0.04818159794986225,-13,46.0,0.075
42,7000,Event -15,0.051070209661356954,-14,46.0,0.075
42,7000,Event -16,0.05246433891280545,-15,46.0,0.075
42,7000,Event -17,0.042346388806624766,-16,46.0,0.075
42,7000,Event -18,0.02078294275216794,-17,46.0,0.075
42,7000,Pruned Events,0.015479811967003432,1,46.0,0.075
42,7000,Event -1,0.2590910492197981,0,47.0,0.05
42,7000,Event -2,0.2848757620551267,-1,47.0,0.05
42,7000,Event -3,0.13858729097031838,-2,47.0,0.05
42,7000,Event -4,0.10787794655827883,-3,47.0,0.05
42,7000,Event -5,0.11512335747437895,-4,47.0,0.05
42,7000,Event -6,0.09962817771937162,-5,47.0,0.05
42,7000,Event -7,0.09400884139674656,-6,47.0,0.05
42,7000,Event -8,0.073512779315647,-7,47.0,0.05
42,7000,Event -9,0.06629137434046914,-8,47.0,0.05
42,7000,Event -10,0.06362417739449994,-9,47.0,0.05
42,7000,Event -11,0.0657343519193579,-10,47.0,0.05
42,7000,Event -12,0.07069522365761033,-11,47.0,0.05
42,7000,Event -13,0.06634563418353469,-12,47.0,0.05
42,7000,Event -14,0.05665309841294668,-13,47.0,0.05
42,7000,Event -15,0.045077499641879654,-14,47.0,0.05
42,7000,Event -16,0.04835438542501513,-15,47.0,0.05
42,7000,Event -17,0.05170684369954614,-16,47.0,0.05
42,7000,Event -18,0.027822079054588562,-17,47.0,0.05
42,7000,Pruned Events,0.01704100417831733,1,47.0,0.05
42,7000,Event -1,0.2590910492197981,0,47.0,0.075
42,7000,Event -2,0.2848757620551267,-1,47.0,0.075
42,7000,Event -3,0.13858729097031838,-2,47.0,0.075
42,7000,Event -4,0.10787794655827883,-3,47.0,0.075
42,7000,Event -5,0.11512335747437895,-4,47.0,0.075
42,7000,Event -6,0.09962817771937162,-5,47.0,0.075
42,7000,Event -7,0.09400884139674656,-6,47.0,0.075
42,7000,Event -8,0.073512779315647,-7,47.0,0.075
42,7000,Event -9,0.06629137434046914,-8,47.0,0.075
42,7000,Event -10,0.06362417739449994,-9,47.0,0.075
42,7000,Event -11,0.0657343519193579,-10,47.0,0.075
42,7000,Event -12,0.07069522365761033,-11,47.0,0.075
42,7000,Event -13,0.06634563418353469,-12,47.0,0.075
42,7000,Event -14,0.05665309841294668,-13,47.0,0.075
42,7000,Event -15,0.045077499641879654,-14,47.0,0.075
42,7000,Event -16,0.04835438542501513,-15,47.0,0.075
42,7000,Event -17,0.05170684369954614,-16,47.0,0.075
42,7000,Event -18,0.027822079054588562,-17,47.0,0.075
42,7000,Pruned Events,0.01704100417831733,1,47.0,0.075
42,7000,Event -1,0.30025387059897113,0,48.0,0.05
42,7000,Event -2,0.2622514240961345,-1,48.0,0.05
42,7000,Event -3,0.13985042442731618,-2,48.0,0.05
42,7000,Event -4,0.10640082922819265,-3,48.0,0.05
42,7000,Event -5,0.10345978850672452,-4,48.0,0.05
42,7000,Event -6,0.10313144308672778,-5,48.0,0.05
42,7000,Event -7,0.09338849117257694,-6,48.0,0.05
42,7000,Event -8,0.08568691095551326,-7,48.0,0.05
42,7000,Event -9,0.07309281871389585,-8,48.0,0.05
42,7000,Event -10,0.053782135125185995,-9,48.0,0.05
42,7000,Event -11,0.06496221441657164,-10,48.0,0.05
42,7000,Event -12,0.06453725788119391,-11,48.0,0.05
42,7000,Event -13,0.06454706522977215,-12,48.0,0.05
42,7000,Event -14,0.06248263415967111,-13,48.0,0.05
42,7000,Event -15,0.05268040366636678,-14,48.0,0.05
42,7000,Event -16,0.042149439925201655,-15,48.0,0.05
42,7000,Event -17,0.04803438606432504,-16,48.0,0.05
42,7000,Event -18,0.035080369682948566,-17,48.0,0.05
42,7000,Pruned Events,0.02254125300533749,1,48.0,0.05
42,7000,Event -1,0.30025387059897113,0,48.0,0.075
42,7000,Event -2,0.2622514240961345,-1,48.0,0.075
42,7000,Event -3,0.13985042442731618,-2,48.0,0.075
42,7000,Event -4,0.10640082922819265,-3,48.0,0.075
42,7000,Event -5,0.10345978850672452,-4,48.0,0.075
42,7000,Event -6,0.10313144308672778,-5,48.0,0.075
42,7000,Event -7,0.09338849117257694,-6,48.0,0.075
42,7000,Event -8,0.08568691095551326,-7,48.0,0.075
42,7000,Event -9,0.07309281871389585,-8,48.0,0.075
42,7000,Event -10,0.053782135125185995,-9,48.0,0.075
42,7000,Event -11,0.06496221441657164,-10,48.0,0.075
42,7000,Event -12,0.06453725788119391,-11,48.0,0.075
42,7000,Event -13,0.06454706522977215,-12,48.0,0.075
42,7000,Event -14,0.06248263415967111,-13,48.0,0.075
42,7000,Event -15,0.05268040366636678,-14,48.0,0.075
42,7000,Event -16,0.042149439925201655,-15,48.0,0.075
42,7000,Event -17,0.04803438606432504,-16,48.0,0.075
42,7000,Event -18,0.035080369682948566,-17,48.0,0.075
42,7000,Pruned Events,0.02254125300533749,1,48.0,0.075
42,7000,Event -1,0.30772832624167257,0,49.0,0.05
42,7000,Event -2,0.2728628626936875,-1,49.0,0.05
42,7000,Event -3,0.12263444899942551,-2,49.0,0.05
42,7000,Event -4,0.10574866896294345,-3,49.0,0.05
42,7000,Event -5,0.10472129476233036,-4,49.0,0.05
42,7000,Event -6,0.0922030412620481,-5,49.0,0.05
42,7000,Event -7,0.09852442586986208,-6,49.0,0.05
42,7000,Event -8,0.08677211865832712,-7,49.0,0.05
42,7000,Event -9,0.08513888167018305,-8,49.0,0.05
42,7000,Event -10,0.0604298466819198,-9,49.0,0.05
42,7000,Event -11,0.05688055400640616,-10,49.0,0.05
42,7000,Event -12,0.06366127477034891,-11,49.0,0.05
42,7000,Event -13,0.05944403379151643,-12,49.0,0.05
42,7000,Event -14,0.06142228081128781,-13,49.0,0.05
42,7000,Event -15,0.05925845029522653,-14,49.0,0.05
42,7000,Event -16,0.049237949716091634,-15,49.0,0.05
42,7000,Event -17,0.04314457712562182,-16,49.0,0.05
42,7000,Event -18,0.03233885497418718,-17,49.0,0.05
42,7000,Event -19,0.028569525180302868,-18,49.0,0.05
42,7000,Event -1,0.30772832624167257,0,49.0,0.075
42,7000,Event -2,0.2728628626936875,-1,49.0,0.075
42,7000,Event -3,0.12263444899942551,-2,49.0,0.075
42,7000,Event -4,0.10574866896294345,-3,49.0,0.075
42,7000,Event -5,0.10472129476233036,-4,49.0,0.075
42,7000,Event -6,0.0922030412620481,-5,49.0,0.075
42,7000,Event -7,0.09852442586986208,-6,49.0,0.075
42,7000,Event -8,0.08677211865832712,-7,49.0,0.075
42,7000,Event -9,0.08513888167018305,-8,49.0,0.075
42,7000,Event -10,0.0604298466819198,-9,49.0,0.075
42,7000,Event -11,0.05688055400640616,-10,49.0,0.075
42,7000,Event -12,0.06366127477034891,-11,49.0,0.075
42,7000,Event -13,0.05944403379151643,-12,49.0,0.075
42,7000,Event -14,0.06142228081128781,-13,49.0,0.075
42,7000,Event -15,0.05925845029522653,-14,49.0,0.075
42,7000,Event -16,0.049237949716091634,-15,49.0,0.075
42,7000,Event -17,0.04314457712562182,-16,49.0,0.075
42,7000,Event -18,0.03233885497418718,-17,49.0,0.075
42,7000,Pruned Events,0.028569525180302868,1,49.0,0.075
42,7000,Event -1,0.2924825037538269,0,50.0,0.05
42,7000,Event -2,0.27319009153165213,-1,50.0,0.05
42,7000,Event -3,0.1340692018304897,-2,50.0,0.05
42,7000,Event -4,0.09315516911963147,-3,50.0,0.05
42,7000,Event -5,0.10535713577558853,-4,50.0,0.05
42,7000,Event -6,0.0932257518099431,-5,50.0,0.05
42,7000,Event -7,0.08898944531878324,-6,50.0,0.05
42,7000,Event -8,0.0918805739474198,-7,50.0,0.05
42,7000,Event -9,0.08630120182222144,-8,50.0,0.05
42,7000,Event -10,0.07179947479956604,-9,50.0,0.05
42,7000,Event -11,0.06358065871540566,-10,50.0,0.05
42,7000,Event -12,0.05701215038759442,-11,50.0,0.05
42,7000,Event -13,0.0591345902558689,-12,50.0,0.05
42,7000,Event -14,0.05711711164332683,-13,50.0,0.05
42,7000,Event -15,0.059323013100160964,-14,50.0,0.05
42,7000,Event -16,0.05618119519649632,-15,50.0,0.05
42,7000,Event -17,0.04978704723402483,-16,50.0,0.05
42,7000,Event -18,0.027896306184058084,-17,50.0,0.05
42,7000,Event -19,0.023955987650846167,-18,50.0,0.05
42,7000,Event -1,0.2924825037538269,0,50.0,0.075
42,7000,Event -2,0.27319009153165213,-1,50.0,0.075
42,7000,Event -3,0.1340692018304897,-2,50.0,0.075
42,7000,Event -4,0.09315516911963147,-3,50.0,0.075
42,7000,Event -5,0.10535713577558853,-4,50.0,0.075
42,7000,Event -6,0.0932257518099431,-5,50.0,0.075
42,7000,Event -7,0.08898944531878324,-6,50.0,0.075
42,7000,Event -8,0.0918805739474198,-7,50.0,0.075
42,7000,Event -9,0.08630120182222144,-8,50.0,0.075
42,7000,Event -10,0.07179947479956604,-9,50.0,0.075
42,7000,Event -11,0.06358065871540566,-10,50.0,0.075
42,7000,Event -12,0.05701215038759442,-11,50.0,0.075
42,7000,Event -13,0.0591345902558689,-12,50.0,0.075
42,7000,Event -14,0.05711711164332683,-13,50.0,0.075
42,7000,Event -15,0.059323013100160964,-14,50.0,0.075
42,7000,Event -16,0.05618119519649632,-15,50.0,0.075
42,7000,Event -17,0.04978704723402483,-16,50.0,0.075
42,7000,Event -18,0.027896306184058084,-17,50.0,0.075
42,7000,Pruned Events,0.023955987650846167,1,50.0,0.075
42,7000,Event -1,0.2959033943812707,0,51.0,0.05
42,7000,Event -2,0.2587583164679297,-1,51.0,0.05
42,7000,Event -3,0.13292202274131115,-2,51.0,0.05
42,7000,Event -4,0.10077706404210758,-3,51.0,0.05
42,7000,Event -5,0.09582715535621468,-4,51.0,0.05
42,7000,Event -6,0.09557440088764536,-5,51.0,0.05
42,7000,Event -7,0.08931313764544936,-6,51.0,0.05
42,7000,Event -8,0.08361853224322577,-7,51.0,0.05
42,7000,Event -9,0.0910074801080014,-8,51.0,0.05
42,7000,Event -10,0.07318831401715914,-9,51.0,0.05
42,7000,Event -11,0.07507476722338169,-10,51.0,0.05
42,7000,Event -12,0.06364152222059627,-11,51.0,0.05
42,7000,Event -13,0.05298420810098585,-12,51.0,0.05
42,7000,Event -14,0.05633409200723117,-13,51.0,0.05
42,7000,Event -15,0.055092470579626664,-14,51.0,0.05
42,7000,Event -16,0.05662133793701104,-15,51.0,0.05
42,7000,Event -17,0.057091914365963656,-16,51.0,0.05
42,7000,Event -18,0.03377942582871131,-17,51.0,0.05
42,7000,Pruned Events,0.021108054777573493,1,51.0,0.05
42,7000,Event -1,0.2959033943812707,0,51.0,0.075
42,7000,Event -2,0.2587583164679297,-1,51.0,0.075
42,7000,Event -3,0.13292202274131115,-2,51.0,0.075
42,7000,Event -4,0.10077706404210758,-3,51.0,0.075
42,7000,Event -5,0.09582715535621468,-4,51.0,0.075
42,7000,Event -6,0.09557440088764536,-5,51.0,0.075
42,7000,Event -7,0.08931313764544936,-6,51.0,0.075
42,7000,Event -8,0.08361853224322577,-7,51.0,0.075
42,7000,Event -9,0.0910074801080014,-8,51.0,0.075
42,7000,Event -10,0.07318831401715914,-9,51.0,0.075
42,7000,Event -11,0.07507476722338169,-10,51.0,0.075
42,7000,Event -12,0.06364152222059627,-11,51.0,0.075
42,7000,Event -13,0.05298420810098585,-12,51.0,0.075
42,7000,Event -14,0.05633409200723117,-13,51.0,0.075
42,7000,Event -15,0.055092470579626664,-14,51.0,0.075
42,7000,Event -16,0.05662133793701104,-15,51.0,0.075
42,7000,Event -17,0.057091914365963656,-16,51.0,0.075
42,7000,Event -18,0.03377942582871131,-17,51.0,0.075
42,7000,Pruned Events,0.021108054777573493,1,51.0,0.075
42,7000,Event -1,0.2823796466865465,0,52.0,0.05
42,7000,Event -2,0.25640213977840004,-1,52.0,0.05
42,7000,Event -3,0.1246602780789022,-2,52.0,0.05
42,7000,Event -4,0.09893374124365902,-3,52.0,0.05
42,7000,Event -5,0.10286019127610517,-4,52.0,0.05
42,7000,Event -6,0.08580547776180662,-5,52.0,0.05
42,7000,Event -7,0.09185024391627428,-6,52.0,0.05
42,7000,Event -8,0.0841487114831277,-7,52.0,0.05
42,7000,Event -9,0.083234434848328,-8,52.0,0.05
42,7000,Event -10,0.07766906011763028,-9,52.0,0.05
42,7000,Event -11,0.07618083963394318,-10,52.0,0.05
42,7000,Event -12,0.07388125727751027,-11,52.0,0.05
42,7000,Event -13,0.05914984140341179,-12,52.0,0.05
42,7000,Event -14,0.05076472173140308,-13,52.0,0.05
42,7000,Event -15,0.05452612822060907,-14,52.0,0.05
42,7000,Event -16,0.052848063269727394,-15,52.0,0.05
42,7000,Event -17,0.058003629364856056,-16,52.0,0.05
42,7000,Event -18,0.0426348057832077,-17,52.0,0.05
42,7000,Event -19,0.029181553291788065,-18,52.0,0.05
42,7000,Event -1,0.2823796466865465,0,52.0,0.075
42,7000,Event -2,0.25640213977840004,-1,52.0,0.075
42,7000,Event -3,0.1246602780789022,-2,52.0,0.075
42,7000,Event -4,0.09893374124365902,-3,52.0,0.075
42,7000,Event -5,0.10286019127610517,-4,52.0,0.075
42,7000,Event -6,0.08580547776180662,-5,52.0,0.075
42,7000,Event -7,0.09185024391627428,-6,52.0,0.075
42,7000,Event -8,0.0841487114831277,-7,52.0,0.075
42,7000,Event -9,0.083234434848328,-8,52.0,0.075
42,7000,Event -10,0.07766906011763028,-9,52.0,0.075
42,7000,Event -11,0.07618083963394318,-10,52.0,0.075
42,7000,Event -12,0.07388125727751027,-11,52.0,0.075
42,7000,Event -13,0.05914984140341179,-12,52.0,0.075
42,7000,Event -14,0.05076472173140308,-13,52.0,0.075
42,7000,Event -15,0.05452612822060907,-14,52.0,0.075
42,7000,Event -16,0.052848063269727394,-15,52.0,0.075
42,7000,Event -17,0.058003629364856056,-16,52.0,0.075
42,7000,Event -18,0.0426348057832077,-17,52.0,0.075
42,7000,Pruned Events,0.029181553291788065,1,52.0,0.075
42,7000,Event -1,0.2980978778408067,0,53.0,0.05
42,7000,Event -2,0.2501880135621998,-1,53.0,0.05
42,7000,Event -3,0.12593599107969167,-2,53.0,0.05
42,7000,Event -4,0.0878516582426815,-3,53.0,0.05
42,7000,Event -5,0.10235974180536442,-4,53.0,0.05
42,7000,Event -6,0.09388198860970731,-5,53.0,0.05
42,7000,Event -7,0.08246373638689444,-6,53.0,0.05
42,7000,Event -8,0.08533582360352092,-7,53.0,0.05
42,7000,Event -9,0.08438193916528178,-8,53.0,0.05
42,7000,Event -10,0.07079681689232864,-9,53.0,0.05
42,7000,Event -11,0.08056455929331784,-10,53.0,0.05
42,7000,Event -12,0.07538944429649831,-11,53.0,0.05
42,7000,Event -13,0.06933234133680846,-12,53.0,0.05
42,7000,Event -14,0.056785554105172324,-13,53.0,0.05
42,7000,Event -15,0.04930650683078298,-14,53.0,0.05
42,7000,Event -16,0.051959126165666336,-15,53.0,0.05
42,7000,Event -17,0.055063981902138626,-16,53.0,0.05
42,7000,Event -18,0.04502990945183062,-17,53.0,0.05
42,7000,Event -19,0.03546162349302784,-18,53.0,0.05
42,7000,Event -1,0.2980978778408067,0,53.0,0.075
42,7000,Event -2,0.2501880135621998,-1,53.0,0.075
42,7000,Event -3,0.12593599107969167,-2,53.0,0.075
42,7000,Event -4,0.0878516582426815,-3,53.0,0.075
42,7000,Event -5,0.10235974180536442,-4,53.0,0.075
42,7000,Event -6,0.09388198860970731,-5,53.0,0.075
42,7000,Event -7,0.08246373638689444,-6,53.0,0.075
42,7000,Event -8,0.08533582360352092,-7,53.0,0.075
42,7000,Event -9,0.08438193916528178,-8,53.0,0.075
42,7000,Event -10,0.07079681689232864,-9,53.0,0.075
42,7000,Event -11,0.08056455929331784,-10,53.0,0.075
42,7000,Event -12,0.07538944429649831,-11,53.0,0.075
42,7000,Event -13,0.06933234133680846,-12,53.0,0.075
42,7000,Event -14,0.056785554105172324,-13,53.0,0.075
42,7000,Event -15,0.04930650683078298,-14,53.0,0.075
42,7000,Event -16,0.051959126165666336,-15,53.0,0.075
42,7000,Event -17,0.055063981902138626,-16,53.0,0.075
42,7000,Event -18,0.04502990945183062,-17,53.0,0.075
42,7000,Pruned Events,0.03546162349302784,1,53.0,0.075
42,7000,Event -1,0.2749546678531147,0,54.0,0.05
42,7000,Event -2,0.2529350075289069,-1,54.0,0.05
42,7000,Event -3,0.11979614977970923,-2,54.0,0.05
42,7000,Event -4,0.08698862820397146,-3,54.0,0.05
42,7000,Event -5,0.09257810373041217,-4,54.0,0.05
42,7000,Event -6,0.09340807672754983,-5,54.0,0.05
42,7000,Event -7,0.08996063813634023,-6,54.0,0.05
42,7000,Event -8,0.07655943094367337,-7,54.0,0.05
42,7000,Event -9,0.08555148396179614,-8,54.0,0.05
42,7000,Event -10,0.07119094632230837,-9,54.0,0.05
42,7000,Event -11,0.07345144308535966,-10,54.0,0.05
42,7000,Event -12,0.07888782319070015,-11,54.0,0.05
42,7000,Event -13,0.0708038259494074,-12,54.0,0.05
42,7000,Event -14,0.06590311401363354,-13,54.0,0.05
42,7000,Event -15,0.05490700818164985,-14,54.0,0.05
42,7000,Event -16,0.04708838518365413,-15,54.0,0.05
42,7000,Event -17,0.054105492740941175,-16,54.0,0.05
42,7000,Event -18,0.041495625265366834,-17,54.0,0.05
42,7000,Event -19,0.035298044617764424,-18,54.0,0.05
42,7000,Event -1,0.2749546678531147,0,54.0,0.075
42,7000,Event -2,0.2529350075289069,-1,54.0,0.075
42,7000,Event -3,0.11979614977970923,-2,54.0,0.075
42,7000,Event -4,0.08698862820397146,-3,54.0,0.075
42,7000,Event -5,0.09257810373041217,-4,54.0,0.075
42,7000,Event -6,0.09340807672754983,-5,54.0,0.075
42,7000,Event -7,0.08996063813634023,-6,54.0,0.075
42,7000,Event -8,0.07655943094367337,-7,54.0,0.075
42,7000,Event -9,0.08555148396179614,-8,54.0,0.075
42,7000,Event -10,0.07119094632230837,-9,54.0,0.075
42,7000,Event -11,0.07345144308535966,-10,54.0,0.075
42,7000,Event -12,0.07888782319070015,-11,54.0,0.075
42,7000,Event -13,0.0708038259494074,-12,54.0,0.075
42,7000,Event -14,0.06590311401363354,-13,54.0,0.075
42,7000,Event -15,0.05490700818164985,-14,54.0,0.075
42,7000,Event -16,0.04708838518365413,-15,54.0,0.075
42,7000,Event -17,0.054105492740941175,-16,54.0,0.075
42,7000,Event -18,0.041495625265366834,-17,54.0,0.075
42,7000,Pruned Events,0.035298044617764424,1,54.0,0.075
42,7000,Event -1,0.31770902399682904,0,55.0,0.05
42,7000,Event -2,0.2401578505233641,-1,55.0,0.05
42,7000,Event -3,0.11966482730493147,-2,55.0,0.05
42,7000,Event -4,0.0849388727792392,-3,55.0,0.05
42,7000,Event -5,0.09128990110697995,-4,55.0,0.05
42,7000,Event -6,0.08579222626472065,-5,55.0,0.05
42,7000,Event -7,0.08984734248876534,-6,55.0,0.05
42,7000,Event -8,0.08360740365854447,-7,55.0,0.05
42,7000,Event -9,0.07783576822374105,-8,55.0,0.05
42,7000,Event -10,0.0726455578580545,-9,55.0,0.05
42,7000,Event -11,0.0745211867211755,-10,55.0,0.05
42,7000,Event -12,0.07272461799500343,-11,55.0,0.05
42,7000,Event -13,0.07479562767244546,-12,55.0,0.05
42,7000,Event -14,0.0680653011476386,-13,55.0,0.05
